col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
221,371673488,1497.01,PC,"LCMOD, UC, FSCP","16,17",0.8158,2.35,0.04,0.33,1.85,9.95717,8.52,1516,371673488,1497.01,,5,5,5,5,5,5,5,7.2,57.0,13.17,2,2,1,PC,FP,9.95717,0.006,,1,qlp,QLP,22:52:55.97,59:51:03.42,4.3260000000000005,0.044000000000000004,-2.168,0.043,2458765.4808099996,0.00557,0.8158,3.5E-4,2.353,0.35100000000000003,0.42352,9.36E-4,390.0,0.8619879999999999,3.6908800000000004,0.23233600000000001,41590.9,3978.0,11.0,405.17400000000004,4.5835,8911.0,721.2,4.26,0.09,1.85,0.07,,,2.245,0.38308200000000003,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Variable star; slight depth-aperture correlation
232,375850439,2051.01,PC,"FSCP, FSOP, LowSNR, pVshape, UC",24,1.16343,1.63,0.06,0.57,2.62,10.6234,8.07,2100,375850439,2051.01,,3,4,3,3,4,4,4,8.3,38.5,33.59,0,1,2,PC,PC,10.6234,0.028999999999999998,,1,qlp,QLP,22:25:10.81,67:58:16.21,-1.41,0.066,-3.759,0.068,2458792.0183200003,0.00405,1.16343,4.0E-5,1.626,0.33299999999999996,0.6407729999999999,0.00165,590.0,1.51959,6.39459,0.522352,25168.8,3509.0,13.0,809.88,24.473000000000003,11265.0,684.1,4.07,0.09,2.62,0.16,,,2.96,0.419488,24,2020-06-19,2020-07-13,2022-12-14 12:09:24,asymmetric transit; likely variability; very hot star
238,377420580,1500.01,PC,"UC, LowSNR, FSCP, FSOP, MSD","16,17",1.4166,2.33,0.07,0.0,0.0,10.123,7.87,1519,377420580,1500.01,,5,5,5,5,5,5,5,11.1,75.8,6.9,1,2,0,PC,FP,10.1871,0.006,,1,qlp,QLP,22:47:51.54,60:10:25.08,82.14,2.0,29.76,2.0,2458765.58299,0.00811,1.4166,7.099999999999999E-4,2.331,0.32,0.771146,0.0017829999999999999,710.0,1.64235,,,1283.11,1667.0,12.0,89.156,,4980.0,108.9,,,,,,,,,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Matched with 377420603; two stars in the same pixel; depth-aperture correlation; low priority; likely BEB
239,377739433,1510.01,PC,"FSOP, LowSNR, FSCP, pNT, LCMOD, UC, Short-P","17,18",1.23852,3.14,0.04,0.63,3.4,10.1975,8.39,1529,377739433,1510.01,,5,5,5,5,5,5,5,12.9,33.9,40.31,0,2,1,EB,FP,10.1975,0.022000000000000002,,1,qlp,QLP,23:14:17.81,65:57:28.7,34.183,0.049,6.027,0.048,2458764.82522,0.00555,1.23852,2.2999999999999998E-4,3.138,0.38299999999999995,0.477829,0.001032,440.0,0.9501700000000001,7.11712,0.485025,9304.06,2736.0,14.0,500.543,7.8005,6524.0,188.4,3.5,0.09,3.4,0.15,,,1.34,0.238065,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,TFOP FP; retired as NEB
242,379286801,1115.01,PC,"LCMOD, UC, SSys",13,4.45199,2.11,0.85,1.42,1.57,10.526,5.18,1100,379286801,1115.01,,5,5,5,5,3,5,5,71.6,95.0,317.0,4,0,1,PC,APC,10.526,0.006,,1,qlp,QLP,18:53:12.44,-54:54:38.9,-3.758,0.07400000000000001,-12.915999999999999,0.049,2458658.32747,0.00109,4.45199,3.5E-4,2.109,0.087,9.250003999999999,2.263175,8483.38,2082.29,15.8858,7.89042,1013.74,1571.0,55.0,359.215,8.103,6708.3,119.7,4.2,0.09,1.57,0.06,,,1.47,0.259023,13,2019-08-15,2020-05-21,2022-12-14 12:09:24,V-shaped and possibly EB
262,387664866,1331.01,FP,"CO, FSCP, SS, LowSNR",15,2.65646,2.48,0.08,1.09,3.98,9.08409,7.78,1337,387664866,1331.01,,5,5,5,5,5,5,5,31.6,78.1,93.37,0,2,1,PC,FP,9.08409,0.006,,1,qlp,QLP,21:34:11.67,50:28:53.2,0.22399999999999998,0.052000000000000005,-12.908,0.046,2458712.5175799998,0.00458,2.65646,0.00109,2.475,0.355,0.84,0.00275,773.3689999999999,2.53298,12.1711,0.791407,948.066,1545.0,11.0,402.661,4.927,6135.4,94.9,3.4,0.11,3.98,0.12,,,1.3330000000000002,0.27907,15,2019-10-17,2019-10-17,2022-12-14 12:09:24,
263,387664868,1331.01,pFP,"FSCP, FSOP, NT, LowSNR",15,2.65688,2.62,0.20,0.0,0.0,10.255,6.77,1338,387664868,1332.01,,5,5,5,5,5,5,5,34.3,52.5,317.0,2,2,0,PC,FP,10.8823,0.013000000000000001,,1,qlp,QLP,21:34:12.09,50:28:54.72,-1.68,0.051,3.077,0.047,2458712.51369,0.00498,2.65688,0.00121,2.615,0.342,2.130001,0.005606,1959.88,5.1630199999999995,,,,,10.0,645.841,12.841,,,,,,,,,1.57,,15,2019-10-17,2019-10-17,2022-12-14 12:09:24,
285,395142888,1362.01,PC,"UC, FSCP, LowSNR","16,17",1.91678,1.32,0.05,1.67,7.39,9.7736,8.21,1372,395142888,1362.01,,3,4,3,3,3,4,4,,,317.0,1,1,4,PC,PC,9.7736,0.032,,1,qlp,QLP,22:21:12.2,59:33:38.93,-1.229,0.065,-1.765,0.063,2458739.51354,0.00395,1.91678,3.0E-4,1.319,0.261,0.5647300000000001,0.002349,520.0,2.16329,18.6666,,1719.83,1794.0,11.0,975.533,39.1355,8129.0,122.0,,,7.39,,,,,,"16,17",2019-10-30,2020-05-20,2022-12-14 12:09:24,Variable star
286,395171208,1333.01,PC,"LCMOD, FSCP, Vshape, CP","15,16",4.72088,4.37,0.58,1.27,1.8,9.03527,5.59,1339,395171208,1333.01,,3,5,5,3,4,4,4,108.8,134.5,317.0,10,17,5,CP,CP,9.03527,0.006,,1,qlp-s56-ffi,QLP,21:40:03.49,48:24:24.36,-9.81,0.05,-10.501,0.046,2459847.9683060003,3.886E-4,4.7201912,2.3E-6,4.416,0.09300000000000001,7.309842,0.06639500000000001,6710.0,61.15,15.2105,0.6528010000000001,1112.85,1609.0,162.0,200.49200000000002,1.195,6696.0,240.6,4.08,0.09,1.8,0.08,,,1.42,0.261268,"15,16,56",2019-10-17,2022-12-05,2022-12-16 12:08:26,TOI 1333 b
287,396356111,2056.01,PC,"LCMOD, LowSNR, FSCP, FSOP, Vshape",24,10.2207,3.85,0.03,0.26,1.72,7.3307,8.81,2105,396356111,2056.01,,2,4,2,2,4,4,4,5.8,65.9,9.05,0,4,6,PC,PC,7.3307,0.006,,1,qlp,QLP,00:10:23.9,58:29:21.98,-98.605,0.051,-9.771,0.043,2458771.6773,0.00982,10.2207,0.00125,3.8480000000000003,0.621,0.32577,0.001092,300.0,1.00594,2.95608,0.22569499999999998,226.74,1081.0,9.0,92.8913,0.3086,6748.7,121.0,4.13,0.09,1.72,0.07,,,1.44,0.245369,24,2020-06-19,2020-06-05,2022-12-14 12:09:24,weak signal; weak BLS; potential L1 candidate; 11.665 Tmag close-by companion (396356110) and a second close-by star (18.46 Tmag - TIC 604411285)
308,407059875,2026.01,PC,"UC, LCMOD, FSOP, FSCP, Vshape, MSD",24,7.1924,2.73,0.08,0.2,0.77,10.5782,7.73,2075,407059875,2026.01,,2,4,2,2,4,4,4,2.7,37.8,5.79,2,3,4,PC,PC,10.5782,0.006,,1,qlp,QLP,00:21:52.69,66:10:05.23,-47.349,0.046,-11.911,0.038,2458768.29024,0.00474,7.1924,2.7E-4,2.7319999999999998,0.391,0.8798030000000001,0.00199,810.0,1.83316,2.27368,0.18046099999999998,72.3112,812.0,10.0,108.07600000000001,0.3155,5050.0,146.8,4.59,0.09,0.77,0.05,,,0.8420000000000001,0.107524,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,potential L1 candidate
312,409520860,1547.01,pFP,"pCO, LCMOD, FSCP, LowSNR, NT",17,0.71933,1.47,0.05,0.31,1.44,10.3973,8.3,1566,409520860,1547.01,,5,5,5,5,5,5,5,10.9,62.7,11.29,1,5,0,PC,FP,10.3973,0.006,,1,qlp,QLP,23:41:48.45,37:11:11.64,-0.11,0.054000000000000006,-16.194000000000003,0.039,2458765.11416,0.00614,0.71933,2.2999999999999998E-4,1.474,0.341,0.52,0.00285,478.82300000000004,2.62489,3.4564800000000004,0.319342,3964.33,2210.0,10.0,241.296,2.4755,5758.0,162.6,4.21,0.08,1.44,0.08,,,1.148,0.152774,17,2019-12-05,2019-12-05,2022-12-14 12:09:24,Likely SV; low SNR
326,416987878,1392.01,PC,"UC, LowSNR, NT, FSCP, FSOP","15,16",2.86876,2.42,0.10,0.76,2.65,10.399000000000001,7.47,1402,416987878,1392.01,,5,5,5,5,5,5,5,12.1,44.8,54.56,2,1,2,PC,FP,10.399000000000001,0.028999999999999998,,1,qlp,QLP,21:31:34.11,50:19:14.57,1.791,0.047,-2.781,0.049,2458712.7665,0.004520000000000001,2.86876,4.2E-4,2.4219999999999997,0.36200000000000004,1.1188850000000001,0.002364,1030.0,2.17774,8.48351,0.518841,2571.69,1983.0,12.0,594.193,10.8995,8342.0,285.2,3.9,0.08,2.65,0.09,,,2.06,0.32161999999999996,"15,16",2019-10-30,2020-05-20,2022-12-14 12:09:24,
350,427761355,1518.01,FP,"TOI-1518 b,Vshape, SS, CP, Short-P","17,18",1.90261,2.05,0.91,1.76,1.82,8.75127,5.1,1537,427761355,1518.01,,3,5,5,3,4,4,4,252.6,419.7,317.0,7,24,3,PC,CP,8.75127,0.006,,1,qlp,QLP,23:29:04.2,67:02:05.3,-7.444,0.055,-4.8839999999999995,0.053,2458766.1206,1.8999999999999998E-4,1.90261,1.0E-5,2.0469999999999997,0.066,9.936386,0.004497999999999999,9110.0,4.142580000000001,19.7606,1.5740100000000001,19308.8,3284.0,342.0,225.888,1.6780000000000002,9918.0,1388.8,4.32,0.15,1.82,0.14,,,2.537,0.504057,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,
351,428065977,1503.01,pFP,"pCO, LCMOD, FSCP, UC, LowSNR, pVshape","16,17",1.65445,3.19,0.06,0.32,1.46,10.2347,8.04,1522,428065977,1503.01,,5,5,5,5,5,5,5,20.4,91.9,30.75,0,3,6,EB,FP,10.2347,0.012,,1,qlp-s57-ffi,QLP,22:36:28.89,52:06:56.57,11.472999999999999,0.098,-10.365,0.067,2459881.652761,0.0052089,1.6534102,1.1599999999999999E-5,3.102,0.858,0.651637,0.9588620000000001,600.0,882.755,6.07704,1.88336,58331.7,4329.0,16.0,289.116,4.3655,6928.0,149.8,4.29,0.09,1.46,0.06,,,1.51,0.264733,"16,17,57",2019-12-05,2022-12-12,2022-12-16 12:08:26,TFOP FP/NEB
352,429302040,1905.01,PC,KP,10,5.7222599999999995,2.65,2.55,1.15,0.73,10.418,3.98,1950,429302040,1905.01,,5,5,5,5,5,5,5,126.8,415.5,107.46,0,1,8,KP,KP,10.418,0.006,,1,qlp,QLP,12:33:32.74,-10:08:46.37,-96.647,0.11,-9.482999999999999,0.057999999999999996,2458574.14194,2.0E-4,5.7222599999999995,1.1E-4,2.648,0.03,28.099985999999998,0.001419,25549.0,1.30739,12.8433,0.928107,37.0251,687.0,288.0,64.7414,0.26065,4233.2,164.2,4.64,,0.73,0.05,,,0.66,0.0799695,10,2020-05-29,2020-05-29,2022-12-14 12:09:24,WASP-107 b
355,431156009,1394.01,PC,"LCMOD, Vshape, FSCP, UC","16,17",2.95635,3.97,0.06,0.57,1.58,9.44275,8.04,1404,431156009,1394.01,,2,4,2,2,4,4,4,8.8,60.8,14.04,0,5,8,PC,PC,9.44275,0.006,,1,qlp-s57-ffi,QLP,22:41:34.99,51:57:55.03,47.604,0.075,15.882,0.071,2459877.111743,0.0033699,2.9581592,2.72E-5,3.6660000000000004,0.385,0.5973189999999999,0.032481,550.0,29.9157,3.8288599999999997,0.202166,1781.68,1809.0,21.0,195.02200000000002,1.5465,6294.0,142.8,4.13,0.09,1.58,0.07,,,1.234,0.190372,"16,17,57",2019-10-30,2022-12-13,2022-12-16 12:08:26,L1 candidate
357,431585347,1543.01,PC,"LowSNR, NT, FSCP, FSOP, UC",17,5.13664,4.45,0.09,0.63,2.32,10.06,7.58,1562,431585347,1543.01,,5,5,5,5,5,5,5,7.9,44.8,39.68,0,1,6,PC,FP,10.06,0.008,,1,qlp,QLP,23:50:41.77,50:21:17.86,-8.031,0.057999999999999996,-5.705,0.044000000000000004,2458766.20793,0.0068200000000000005,5.13664,0.00317,4.45,1.002,1.010204,0.003493,930.0,3.21692,7.041519999999999,0.518367,5106.92,2355.0,11.0,605.832,14.030999999999999,9238.0,145.1,4.08,0.07,2.32,0.08,,,2.34,0.33523400000000003,17,2019-12-05,2020-05-20,2022-12-14 12:09:24,
358,431899140,1596.01,PC,"Short-P, Vshape, UC, FSCP",18,1.9765599999999999,3.1,0.11,1.22,3.62,10.0888,7.38,1615,431899140,1596.01,,3,4,3,3,4,4,4,31.7,66.4,123.06,0,2,5,PC,PC,10.0888,0.02,,1,qlp,QLP,03:44:53.41,45:30:25.88,-0.8690000000000001,0.12300000000000001,-0.5760000000000001,0.086,2458792.20585,0.00381,1.9765599999999999,7.0E-4,3.102,0.758,1.2167059999999998,0.005306,1120.0,4.88661,13.6974,1.24199,24091.5,3470.0,21.0,710.919,26.476,7962.9,130.5,3.6,0.1,3.62,0.23,0.08900000000000001,0.017,1.92,0.30956999999999996,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,Check fainter neighbors
373,441075486,372.01,PC,"Vshape, short-P",2,1.12026,2.12,4.20,1.51,0.75,12.0312,3.44,299,441075486,372.01,,5,5,5,5,4,5,5,189.0,189.2,317.0,1,2,6,PC,APC,12.0312,0.006,,1,qlp-toi-update-03-29-22,QLP,23:59:02.18,-15:36:43.28,11.936,1.138,-3.9789999999999996,1.028,2459112.07285,2.7889999999999995E-4,1.1202752,6.0E-7,2.095,0.055999999999999994,19.135451,0.46698500000000004,17470.0,430.017,17.524,,4430.07,,185.0,340.037,,5769.7,78.5,4.42,2.0,0.99,,,,,,"2,29",2018-12-20,2022-03-29,2022-12-14 12:09:24,likely EB; V-shaped; TFOP APC; previously BEB due to chromaticity
381,445137888,1536.01,PC,"LowSNR, UC, FSOP, FSCP","17,18",2.0139,1.66,0.07,0.66,2.68,10.3654,7.9,1555,445137888,1536.01,,3,4,3,3,4,4,4,9.1,43.8,42.76,1,2,3,PC,PC,10.3654,0.033,,1,qlp,QLP,00:45:12.58,56:04:12.21,-0.129,0.08199999999999999,-1.659,0.086,2458765.0674400004,0.00596,2.0139,3.2E-4,1.661,0.285,0.749417,0.003071,690.0,2.8285,7.370310000000001,0.8644379999999999,5884.18,2439.0,11.0,795.905,74.344,10310.0,617.1,4.01,0.1,2.68,0.26,,,2.65,0.38616,"17,18",2019-12-05,2020-05-20,2022-12-14 12:09:24,Some depth-aperture correlation
382,445144327,1586.01,PC,"LowSNR, NT, FSOP, FSCP, LCMOD, UC","17,18",1.80794,2.17,0.05,1.87,8.61,10.4396,8.17,1605,445144327,1586.01,,3,4,3,3,4,4,4,,,317.0,0,2,5,PC,PC,10.4396,0.009000000000000001,,1,qlp,QLP,00:44:56.2,58:42:43.41,1.262,0.042,-4.7669999999999995,0.042,2458765.67889,0.01083,1.80794,6.2E-4,2.17,0.606,0.5864560000000001,0.003749,540.0,3.4526,20.9267,,550.0409999999999,1349.0,9.0,800.4639999999999,19.244,4628.0,122.0,,,8.61,,,,,,"17,18",2019-12-19,2020-05-20,2022-12-14 12:09:24,large star and large companion
393,455791689,1544.01,PC,"LCMOD, UC, FSOP, Vshape, MSD, Short-P, SSys","16,17",1.29165,1.32,0.09,0.0,0.0,10.4143,7.66,1563,455791689,1544.01,,3,4,3,3,4,4,4,15.0,83.2,9.54,5,1,4,PC,PC,10.4143,0.006,,1,qlp,QLP,23:05:23.37,46:54:11.22,-8.539,1.963,-2.661,1.318,2458739.3087299997,0.0030600000000000002,1.29165,1.4E-4,1.3230000000000002,0.157,0.934135,0.0020440000000000002,860.0,1.88228,,,353.25300000000004,1207.0,13.0,454.3057,119.26799999999999,4630.4,97.1,,,,,,,,,"16,17",2019-12-05,2020-05-20,2022-12-14 12:09:24,Variable star; possibly synchronized; need stellar radius
405,466113537,1954.01,PC,"LCMOD, UC, Vshape, FSCP, MSD, LowSNR","10,11",4.9042699999999995,5.26,0.16,0.7,1.98,8.9718,6.99,1999,466113537,1954.01,,3,4,3,3,3,4,4,23.9,104.6,47.89,0,0,1,PC,PC,8.9718,0.006,,1,qlp,QLP,11:00:07.99,-59:58:42.27,-22.482,0.045,1.368,0.044000000000000004,2458572.59809,0.008790000000000001,4.9042699999999995,0.0016,5.2589999999999995,0.8320000000000001,1.7385689999999998,0.005587,1600.0,5.1462,7.86596,0.594258,2027.06,1869.0,10.0,232.27599999999998,1.5305,7119.5,299.0,4.14,0.36,1.98,0.08,,,1.51,0.255081,"10,11",2020-06-17,2020-06-15,2022-12-14 12:09:24,crowded field.
410,468828873,1672.01,PC,"FSOP, FSCP, LowSNR","18,19",3.89224,2.51,0.07,0.44,1.89,10.045,7.95,1694,468828873,1672.01,,5,5,5,5,5,5,5,9.1,41.7,23.48,1,2,5,PC,FP,10.045,0.009000000000000001,,1,qlp,QLP,06:07:29.29,66:51:27.72,-19.652,0.06,-36.157,0.073,2458819.97443,0.00485,3.89675,6.6E-4,3.0010000000000003,0.562,0.803742,0.00151,740.0,1.3904100000000001,5.17598,0.349722,722.174,1444.0,17.0,281.902,4.53,6064.0,132.1,3.94,0.08,1.89,0.09,,,1.13,0.143753,"18,19,20",2020-01-29,2020-01-29,2022-12-14 12:09:24,might be on 468828877; flux depth aperture correlation
416,470159478,2032.01,PC,"Long-P, LowSNR, LCMOD, FSOP, pVshape, TFP",24,17.009339999999998,2.41,0.42,1.38,1.5,10.9293,5.94,2081,470159478,2032.01,,3,4,3,3,3,4,4,19.8,81.1,120.16,1,1,4,PC,APC,10.9293,0.006,,1,qlp-s53-tois,QLP,22:13:14.82,81:44:23.02,9.1,2.3,2.1,2.4,2459737.544901,0.0018492,17.0096703,4.1200000000000005E-5,2.228,0.488,5.147716,1.301144,4730.0,1197.68,13.5294,,63.3708,,31.0,293.0,,6542.0,,,,1.5,,,,,,"18,19,24,25,26,53",2020-06-19,2022-11-30,2022-12-14 12:09:24,V-shaped
453,240450679,1322.01,PC,"UC, FSCP, FSOP, LCMOD, LowSNR, NT",15,3.37644,1.44,0.58,0.0,0.0,10.0819,5.59,1328,240450679,1322.01,,5,5,5,5,3,5,5,77.3,164.8,317.0,0,1,2,PC,APC,10.0819,0.01,,1,qlp,QLP,21:34:06.57,46:55:54.39,1.396,0.063,-3.34,0.066,2458711.44969,0.0010400000000000001,3.37644,3.1E-4,1.4369999999999998,0.263,6.305993,0.014758000000000002,5791.2,13.5921,,,1059.26,1589.0,33.0,713.725,18.6495,8639.7,475.7,3.96,0.07,,,,,2.54,0.336473,15,2019-10-17,2019-10-17,2022-12-14 12:09:24,TFOP FP
455,241076290,1560.01,PC,"Short-P, FSCP, FSOP, LowSNR",18,0.25792,0.48,0.10,0.76,2.09,10.1942,7.56,1579,241076290,1560.01,,3,4,4,3,4,4,4,46.1,175.9,54.65,2,1,6,PC,PC,10.1942,0.006999999999999999,,1,qlp,QLP,01:56:07.89,52:35:07.74,3.483,0.11900000000000001,-4.865,0.139,2458790.84795,0.00147,0.25792,2.9999999999999997E-5,0.475,0.149,1.0319399999999999,0.019946000000000002,950.0,18.3704,8.51808,1.06722,46846.6,4098.0,23.0,560.222,22.793000000000003,9035.0,204.2,4.16,0.08,2.09,0.1,,,2.283,0.31736,18,2019-12-19,2020-05-20,2022-12-14 12:09:24,a/Rs nearly 1; likely EB
464,250724252,1564.01,PC,"FSCP, pVshape",18,0.5597300000000001,1.55,0.36,0.0,0.0,10.2845,6.1,1583,250724252,1564.01,,5,5,5,5,2,5,5,90.1,96.1,317.0,3,1,2,PC,APC,10.2845,0.006,,1,qlp,QLP,02:14:01.26,53:07:17.43,1.2,1.9,-7.4,1.9,2458791.2015400003,0.00143,0.5597300000000001,5.9999999999999995E-5,1.546,0.133,3.936984,0.003187,3619.53,2.93566,,,25375.5,3516.0,52.0,574.869,,8368.0,111.2,,,,,,,,,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,Planet radius likely smaller than 14 Earth radius. V-shaped; possible depth aperture correlation.
470,252616865,1482.01,PC,"pVshape, FSOP","16,17",5.71204,4.74,0.76,1.39,1.79,10.0687,5.3,1501,252616865,1482.01,,3,4,3,3,4,4,4,61.2,79.1,317.0,4,5,8,PC,PC,10.0687,0.006,,1,qlp-s57-ffi,QLP,23:03:58.77,52:33:45.7,31.629,0.05,10.924000000000001,0.040999999999999995,2459872.298444,0.0016022999999999999,5.7121916,2.9199999999999998E-5,4.643,0.22899999999999998,8.20653,0.428907,7530.0,394.96,15.3652,0.800588,913.6,1531.0,145.0,318.277,2.9530000000000003,6720.0,174.1,4.09,0.09,1.79,0.07,,,1.43,0.239364,"16,17,57",2019-12-05,2022-12-13,2022-12-16 12:08:26,
471,252636888,1539.01,FP,"LowSNR, CO, FSOP","16,17",2.58929,3.84,0.06,0.71,3.22,10.4116,8.09,1558,252636888,1539.01,,5,5,5,5,5,5,5,17.2,41.0,66.56,1,2,1,EB,FP,10.4116,0.013999999999999999,,1,qlp-s57-ffi,QLP,23:06:04.38,52:47:13.25,-18.88,0.047,-17.713,0.055,2459880.28094,0.0065772999999999995,2.590266,2.02E-5,4.378,1.496,0.760281,0.171072,700.0,157.55100000000002,9.54526,1.1407100000000001,13184.6,2985.0,18.0,530.347,8.8575,5855.0,146.4,3.45,0.08,3.22,0.16,,,1.06,0.12964,"16,17,57",2019-12-05,2022-12-12,2022-12-16 12:08:26,TFOP FP/NEB
474,253917293,160.01,FP,"CO, LCMOD, FSCP",1,4.6080000000000005,3.38,0.32,0.71,1.28,11.2901,6.23,62,253917293,160.01,,5,5,5,5,5,5,5,17.8,71.9,48.6,2,2,3,EB,FP,11.2901,0.006999999999999999,,1,sector-01-qlp-alerts,QLP,22:30:00.2,-31:55:27.68,28.377,0.077,-27.285,0.059000000000000004,2458327.37627,0.0028399999999999996,4.6080000000000005,0.001,3.383,0.758,3.494326,0.008664,3213.22,7.98,7.996980000000001,0.539026,724.0010000000001,1445.0,25.0,341.85400000000004,4.498,5935.0,141.5,4.29,0.65,1.28,0.06,,,1.12,0.14593599999999998,1,2018-09-05,2021-12-07,2022-12-14 12:09:24,Source is star to the WSW (253917292). Retired as NEB.
494,266688542,1324.01,PC,"LowSNR, NT, FSCP, FSOP, UC","15,16",2.9452700000000003,2.55,0.12,0.51,1.79,10.1894,7.27,1330,266688542,1324.01,,3,4,3,3,4,4,4,12.4,58.5,27.8,0,1,6,PC,PC,10.1894,0.008,,1,spoc-s56-b0A,QLP,21:24:05.71,46:23:04.82,-11.834000000000001,0.052000000000000005,-15.942,0.05,2459827.236649,0.0025110273,2.94182701445777,5.284509E-4,3.5358059606070698,0.34997374,1.048627,0.090414,965.354495220424,83.27134000000001,5.71481412055261,1.3338754,3006.93365026552,1888.6466422750898,9.222927,339.736,3.9305,6854.0,347.9,4.1,0.1,1.7882499694824199,0.074397,,,1.484,0.295157,"15,16,56",2019-10-17,2022-12-08,2022-12-16 12:08:26,centroid offset on TIC 266688547 in spoc s56
502,269424395,2042.01,pFP,"NT, FSCP, FSOP, pCO",24,2.41872,2.69,0.12,0.65,2.16,10.9518,7.34,2091,269424395,2042.01,,5,5,5,5,5,5,5,12.1,41.1,41.62,0,2,0,PC,FP,10.9518,0.006,,1,qlp,QLP,23:21:28.66,60:48:04.22,-8.562999999999999,0.043,-13.165999999999999,0.039,2458768.14945,0.006659999999999999,2.41872,9.0E-5,2.685,0.308,1.260185,0.002212,1160.0,2.0375799999999997,7.235289999999999,0.483918,1660.52,1778.0,13.0,511.22,6.974,6535.0,459.3,3.9,0.12,2.16,0.1,,,1.348,0.30348800000000004,24,2020-06-19,2020-06-19,2022-12-14 12:09:24,potential centroid offset
504,269509393,1513.01,PC,"FSCP, UC, Vshape, LCMOD",17,1.7658900000000002,3.81,0.07,0.36,1.55,10.2866,7.84,1532,269509393,1513.01,,5,5,5,5,5,5,5,9.2,49.0,15.64,1,2,1,PC,FP,10.2866,0.006,,1,qlp,QLP,23:21:29.71,60:10:32.29,49.053000000000004,0.042,11.522,0.039,2458764.84417,0.00698,1.7658900000000002,8.699999999999999E-4,3.807,0.82,0.792877,0.002468,730.0,2.2734900000000002,4.06597,0.31643000000000004,6579.97,2509.0,14.0,275.906,2.0795,6221.0,156.4,4.13,0.09,1.55,0.07,,,1.2,0.17998699999999998,17,2019-12-05,2020-05-20,2022-12-14 12:09:24,Slight depth-aperture correlation
506,270238522,1514.01,FP,"CO,LowSNR","17,18",1.36991,4.16,0.12,1.06,3.64,7.5586,7.33,1533,270238522,1514.01,,5,5,5,5,5,5,5,78.1,214.5,95.12,0,2,0,EB,FP,7.5586,0.006,,1,qlp,QLP,23:26:35.62,64:18:16.92,-4.361000000000001,0.052000000000000005,-5.185,0.055,2458765.4763599997,0.00629,1.36991,2.8E-4,4.156000000000001,0.285,1.2710549999999998,0.00131,1170.0,1.2065299999999999,11.8886,0.65532,18625.3,3254.0,20.0,242.00599999999997,1.9745,7339.8,150.7,3.56,0.08,3.64,0.15,,,1.736,0.298772,"17,18",2019-12-05,2021-03-26,2022-12-14 12:09:24,TFOP FP; retired as NEB
515,272625214,1613.01,PC,"UC, LowSNR, NT, FSOP, FSCP","17,18",5.246659999999999,3.38,0.16,0.5,1.44,10.4641,6.99,1632,272625214,1613.01,,5,5,5,5,5,5,5,8.6,50.8,25.69,0,3,1,EB,FP,10.4641,0.006,,1,qlp-s57-ffi,QLP,23:45:16.46,62:08:33.72,15.96,0.054000000000000006,0.67,0.045,2458979.490719,0.007091,5.246999099999999,2.597E-4,3.45,0.46,1.281925,0.11442000000000001,1180.0,105.37899999999999,5.46087,0.343567,604.151,1381.0,16.0,304.76,3.193,6651.0,139.9,4.27,0.09,1.44,0.06,,,1.4,0.23258800000000002,"17,18,24,57",2019-12-19,2022-12-07,2022-12-16 12:08:26,crowded field; brighter star nearby
