col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
966,441453629,2559.01,PC,"pVshape, pTD, FSCP, pLCMOD","1,27",4.200251000000001,2.63,2.57,,0.91,13.11,3.98,2636,441453629,2559.01,TIC 441453629.01,3,4,4,3,1,4,4,43.2,55.7,317.0,2,1,0,PC,PC,13.1141,0.006,,1,qlp,CTOI,20:48:02.81,-35:50:33.38,-4.465,0.044000000000000004,-8.988,0.028999999999999998,2459060.081876,0.0011401,4.200250700000001,7.699999999999999E-6,2.627,0.149,28.234813,0.014438,25670.0,13.2976,14.9915,,236.94,1093.0,34.0,502.88699999999994,8.0935,5709.9,94.7,4.53,,0.91,,-0.11322,0.0862928,1.02,,"1,27",2021-03-18,2021-03-18,2022-12-14 12:09:24,CTOI from Olmschenk (2021)
967,446549906,1110.01,PC,"pTD, pSS, OED, FSCP",13,2.45486,2.59,1.98,1.28,0.97,11.3819,4.26,2166,446549906,2107.01,,3,4,3,3,3,4,4,111.2,268.2,130.66,3,21,1,PC,PC,11.3819,0.006,,1,qlp,QLP,19:07:11.17,-58:41:48.61,3.888,0.053,-8.107000000000001,0.049,2458654.61467,5.099999999999999E-4,2.45457,0.0,2.39,0.054000000000000006,21.104208,0.004227000000000001,19250.0,3.89327,14.183,0.745426,508.468,1322.0,64.0,236.705,1.919,5565.0,124.9,4.45,0.08,0.97,0.05,,,0.98,0.123017,"13,27",2020-07-17,2020-10-12,2022-12-14 12:09:24,source of transit observed on 446549905 (TOI 1110.01)
969,334125713,1949.01,PC,"LCMOD, FSCP, UC, NT, LowSNR","10,11",4.621090000000001,4.2,1.22,1.52,1.45,9.4306,4.78,1994,334125713,1949.01,,3,4,4,3,3,4,4,138.4,209.4,317.0,5,3,1,PC,PC,9.4306,0.006,,1,qlp,QLP,12:11:05.31,-52:40:19.91,-13.264000000000001,0.040999999999999995,-12.522,0.037000000000000005,2458574.03841,0.0039700000000000004,4.621090000000001,6.6E-4,4.203,0.758,13.349429,0.029906,12220.0,27.5439,17.054000000000002,1.0843,1846.27,1826.0,10.0,200.15599999999998,1.246,6531.7,121.1,4.29,0.39,1.45,0.06,,,1.47,0.257713,"10,11",2020-06-17,2020-06-17,2022-12-14 12:09:24,
970,360221713,4993.01,PC,"UC, LowSNR, FSCP, FSOP","12,39",3.1063,4.82,0.37,1.16,2.13425,12.782,6.09,5089,360221713,4993.01,,3,4,3,3,3,4,4,17.3,35.5,108.25,0,0,1,PC,PC,12.782,0.006,,1,qlp-s39-faintsearch,QLP,17:29:15.42,-59:06:27.6,1.808,0.027999999999999997,2.214,0.03,2459384.512135,0.0052144,3.1062522,3.76E-5,4.824,0.5760000000000001,4.002879,0.007536,3680.0,6.940510000000001,12.6882,0.966342,1415.95,1708.0,15.0,888.672,17.817,5369.0,127.2,3.75,0.08,2.13,0.12,,,0.93,0.110702,"12,39",2022-01-06,2022-01-06,2022-12-14 12:09:24,found in faint-star QLP search
972,270347814,3138.01,PC,"pEV, LowSNR",11,2.8739999999999997,1.59,2.59,1.12,0.737714,13.5117,3.97,3215,270347814,3138.01,,3,4,3,3,1,4,4,49.9,119.7,100.75,3,0,0,PC,PC,13.5117,0.006,,1,qlp,QLP,14:22:05.48,-30:30:45.09,-12.081,0.062,-29.320999999999998,0.067,2458623.063561,0.0017942999999999998,2.8740048,3.641E-4,1.5919999999999999,0.226,28.479996000000003,0.056792999999999996,25890.0,52.3073,12.2262,,59.3788,773.0,24.0,260.82599999999996,2.4715,4270.3,164.5,4.57,0.23,0.74,,,,0.657,,11,2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
974,355655412,2890.01,PC,FSOP,"8,9,35,36",3.1959,1.55,1.08,1.5,1.39,12.6223,4.92,2967,355655412,2890.01,,3,4,3,3,3,4,4,,,317.0,2,0,1,PC,PC,12.6223,0.013000000000000001,,1,qlp,QLP,09:10:47.9,-50:55:19.2,-11.974,0.051,12.431,0.04,2459299.679583,8.792E-4,3.1958886000000004,4.7E-6,1.548,0.244,11.745828,0.024722,10760.0,22.77,16.4567,1.9484099999999998,495.82199999999995,1314.0,35.0,776.868,16.38,6496.3,369.0,,,1.39,0.15,,,,,"8,9,35,36",2021-06-04,2021-11-04,2022-12-14 12:09:24,found in faint-star QLP search; v-shaped; possible odd-even
976,105135774,3734.01,PC,"LCMOD, FSCP, FSOP",19,2.1405,2.51,0.95,,,13.3835,5.05,3812,105135774,3734.01,,3,4,3,3,1,4,4,43.7,41.2,317.0,0,0,0,PC,PC,13.3835,0.006,,1,qlp,QLP,05:17:08.55,53:43:24.45,-5.374,2.344,-11.380999999999998,2.332,2458839.950399,0.0040561,2.1405196,5.587999999999999E-4,2.506,0.242,10.374761999999999,0.012721,9510.0,11.7167,,,506.349,1321.0,16.0,,,4880.9,76.5,,,,,0.028999999999999998,0.133,,,19,2021-06-23,2021-06-23,2022-12-14 12:09:24,found in faint-star QLP search
977,164150539,1372.01,FP,"CO, LowSNR","16,56",6.1601,1.67,0.11,0.75,1.54647,10.3126,7.38,1382,164150539,1372.01,,5,5,5,5,5,5,5,21.0,79.3,51.4,3,2,2,O,FP,10.3126,0.006,,1,qlp-s56-ffi,QLP,22:23:00.86,30:34:21.81,7.989,0.07,3.7489999999999997,0.085,2459850.543759,0.0015925000000000002,6.1600888,1.3500000000000001E-5,1.67,0.585,1.2167059999999998,0.209536,1120.0,192.97099999999998,8.22262,0.5232020000000001,143.457,964.0,14.0,244.043,3.7655,5772.0,123.2,4.07,0.08,1.55,0.07,,,1.034,0.132868,"16,56",2019-10-30,2022-11-07,2022-12-14 12:09:24,Minor depth-aperture correlation; actual signal on TOI 2375.01
979,86021841,3339.01,PC,"VShape, FSCP, FSOP",13,3.7468,2.21,1.40,,,12.2962,4.63,3416,86021841,3339.01,,3,4,3,3,3,4,4,,,111.13,3,0,1,PC,PC,12.2962,0.006,,1,qlp,QLP,18:06:26.67,-44:07:02,2.41,1.145,-0.633,1.1440000000000001,2458682.101979,0.0025409000000000004,3.746753,6.571000000000001E-4,2.207,0.387,15.329735999999999,0.021523,14020.0,19.8232,,,265.716,1124.0,28.0,,,5766.6,229.2,,,,,,,,,13,2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
980,7904580,3408.01,PC,"VShape, pAT, FSCP, FSOP","8,34",15.8346,4.68,1.80,1.53,1.08792,13.3008,4.36,3486,7904580,3408.01,,3,4,3,3,1,4,4,15.4,33.8,317.0,1,0,0,PC,PC,13.3008,0.006999999999999999,,1,qlp,QLP,08:52:49.77,-01:36:23.48,-1.3030000000000002,0.057999999999999996,7.184,0.034,2459249.62041,0.0022353,15.8346011,7.159999999999999E-5,4.676,0.545,19.721281,0.248507,18000.0,228.857,16.7304,,116.829,915.0,25.0,665.382,14.218,5713.1,90.6,4.37,,1.09,,-0.141,0.08800000000000001,1.02,,"8,34",2021-06-16,2021-06-16,2022-12-14 12:09:24,may be a secondary; potential V-shaped primary or second planet single transit at 2244 days; found in faint-star QLP search
981,311292015,3317.01,PC,"LCMOD, FSOP, pEV","12,13",2.9514,3.66,0.88,1.49,1.72691,12.8739,5.14,3394,311292015,3317.01,,3,4,3,3,3,4,4,32.2,35.0,317.0,2,0,1,PC,PC,12.8739,0.006,,1,qlp,QLP,17:13:36.54,-74:18:11.43,-4.148,0.022000000000000002,-10.752,0.025,2458676.560887,0.0023989000000000003,2.9514023,4.6239999999999996E-4,3.6639999999999997,0.385,9.596767,0.008118,8800.0,7.47664,16.3266,0.923796,1488.74,1730.0,21.0,974.737,15.2045,6136.0,131.8,4.03,0.08,1.73,0.08,,,1.16,0.15858599999999998,"12,13",2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
982,418971787,4846.01,FP,"CO, VShape, pSS","7,8,34,35",1.0638,3.19,0.32,0.37,0.7261489999999999,13.0246,6.23,4942,418971787,4846.01,,5,5,5,5,5,5,5,11.8,53.1,15.58,0,0,0,PC,FP,13.0246,0.006,,1,qlp-s35-faintsearch,QLP,08:01:59.36,-35:03:40.73,7.5889999999999995,0.027000000000000003,1.3030000000000002,0.028999999999999998,2459277.893321,0.0037196,1.0638184,7.1E-6,3.1910000000000003,0.39,3.5017110000000002,0.005209,3220.0,4.798030000000001,4.08617,,4267.44,2251.0,18.0,282.469,1.3195,4963.0,122.0,4.63,,0.73,,,,0.82,,"7,8,34,35",2021-12-21,2021-12-21,2022-12-14 12:09:24,found in faint-star QLP search
983,390444761,3035.01,pFP,"UC, LowSNR, FSCP, FSOP, pVShape, pEV","10,11,37,38",5.2803,2.75,1.45,,,19.1088,4.59,3112,390444761,3035.01,,3,4,3,3,1,4,4,,,114.62,1,0,0,PC,PC,13.155999999999999,0.017,,1,qlp-s38-tois,QLP,10:43:04.59,-63:52:42.46,,,,,2459353.344487,0.0018057000000000001,5.2803048,1.9600000000000002E-5,2.752,0.414,15.902498000000001,0.069992,14540.0,64.4632,,,,,28.0,606.2080000000001,,,,,,,,,,,,"10,11,37,38",2021-06-04,2022-09-20,2022-12-14 12:09:24,found in faint-star QLP search
986,102846772,5779.01,PC,"FSOP, LowSNR","20,40,47,53",10.2516,4.59,"0.43""",1.06,1.8259299999999998,13.1293,5.92,5887,102846772,5779.01,,3,4,3,3,1,4,4,6.6,22.7,93.01,0,0,0,PC,PC,13.1293,0.006999999999999999,,1,qlp-s53-faintsearch,QLP,08:34:28.59,70:02:53.22,0.057,0.02,3.926,0.027000000000000003,2459754.990877,0.0044418999999999995,10.251582899999999,1.084E-4,4.588,0.45899999999999996,4.64602,0.005784,4270.0,5.3271,11.6535,,190.021,1034.0,14.0,1161.94,20.475,6080.0,122.0,3.97,,1.83,,,,1.14,,"20,40,47,53",2022-09-01,2022-09-01,2022-12-14 12:09:24,found in faint-star QLP search
988,337274055,3311.01,PC,"UC, LowSNR, FSCP, FSOP",13,4.8481,2.27,0.64,0.75,1.0077,13.1052,5.49,3388,337274055,3311.01,,3,4,3,3,1,4,4,10.8,45.4,50.95,0,0,0,PC,PC,13.1052,0.006,,1,qlp,QLP,17:56:15.26,-57:06:02.15,6.8389999999999995,0.037000000000000005,6.96,0.038,2458676.431725,0.0042643,4.848069000000001,0.0021327,2.273,0.68,6.938262,0.047687,6370.0,43.9206,8.179960000000001,,174.373,1012.0,11.0,521.922,5.974,5552.0,122.0,4.42,,1.01,,,,0.98,,13,2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
989,255909950,3478.01,PC,FSOP,12,1.8285,3.05,1.67,1.8,1.52566,12.3282,4.44,3556,255909950,3478.01,,3,4,3,3,3,4,4,87.2,111.3,317.0,3,0,1,PC,PC,12.3282,0.006,,1,qlp,QLP,17:14:38.61,-67:18:09.44,6.399,0.027999999999999997,-14.637,0.04,2458650.342694,0.0010914000000000002,1.8285101000000001,2.186E-4,3.053,0.327,18.318027999999998,0.013669,16730.0,12.5897,19.8195,1.16883,2446.58,1959.0,54.0,657.544,11.782,6078.0,130.7,4.13,0.09,1.53,0.08,,,1.14,0.156907,12,2021-06-16,2021-06-16,2022-12-14 12:09:24,found in faint-star QLP search
990,182470056,2839.01,PC,"NT, FSOP, FSCP, UC","7,8,34",0.8793,1.53,"0.46""",1.09,1.69995,12.9604,5.85,2916,182470056,2839.01,,3,4,3,3,3,4,4,32.0,70.9,96.74,0,0,1,PC,PC,12.9604,0.006,,1,qlp,QLP,08:15:00.83,-36:14:53.08,-7.352,0.024,-4.06,0.028999999999999998,2459252.298703,0.002305,0.879268,3.4E-6,1.5290000000000001,0.272,4.951373,0.010657999999999999,4550.0,9.8167,11.9007,0.795968,3494.7,2142.0,13.0,888.752,12.1415,6259.0,131.2,4.06,0.08,1.7,0.08,,,1.22,0.175527,"7,8,34",2021-06-04,2021-06-04,2022-12-14 12:09:24,found in faint-star QLP search
994,332564140,5400.01,PC,"FSOP, LowSNR","8,35",19.8067,4.5,0.21,0.41,0.9457190000000001,10.9815,6.72,5502,332564140,5400.01,,3,4,3,3,3,4,4,3.0,37.7,18.14,0,2,1,PC,PC,10.9815,0.006,,1,qlp-s35-332564140,QLP,09:07:34.3,-14:20:23.52,-65.264,0.067,-5.3020000000000005,0.092,2459277.297814,0.0032025999999999995,19.8067259,1.3309999999999998E-4,4.5,0.462,2.2389229999999998,0.0021609999999999997,2060.0,1.9902900000000001,4.465330000000001,0.26807800000000004,39.4243,698.0,16.0,202.21099999999998,1.745,5513.0,226.5,4.34,2.0,0.95,0.05,,,1.016,0.125154,"8,35",2022-03-24,2022-03-24,2022-12-14 12:09:24,found in faint-star QLP search
997,238335094,2833.01,PC,"FSCP, FSOP","7,8,9,34",4.3897,3.23,0.66,,,13.0718,5.46,2910,238335094,2833.01,,3,4,3,3,1,4,4,15.0,57.9,54.43,0,0,0,PC,PC,13.0718,0.006,,1,qlp,QLP,08:02:38.97,-49:35:35.66,-9.876,2.946,8.655,2.946,2459247.278713,0.0035143,4.3897272,2.27E-5,3.234,0.27699999999999997,7.134964999999999,0.004034,6550.0,3.7151099999999997,,,,,20.0,448.289,,,,,,,,,,,,"7,8,9,34",2021-06-04,2021-06-04,2022-12-14 12:09:24,no radius; found in faint-star QLP search
998,254629854,3482.01,PC,"LowSNR, UC, FSCP, FSOP",12,0.9714,1.25,0.17,0.8,2.17751,10.7989,6.96,3560,254629854,3482.01,,5,5,5,5,5,5,5,28.8,80.9,57.95,2,0,0,PC,FP,10.7989,0.006,,1,qlp,QLP,15:46:10.24,-43:22:05.6,-14.595,0.09300000000000001,-18.508,0.065,2459359.54722,0.0013315999999999998,0.9714298000000001,2.8999999999999998E-6,1.251,0.22399999999999998,1.7929439999999999,0.003675,1650.0,3.3845,8.81333,0.626163,2557.87,1981.0,27.0,492.34,10.4695,6495.0,133.9,3.89,0.09,2.18,0.11,,,1.33,0.21305500000000002,12,2021-06-16,2021-06-16,2022-12-14 12:09:24,found in faint-star QLP search; TFOP FP; retired as EB
