col1_1,TIC ID_1,TOI_1,Paper disp,Group Comments,Sector(s),Period [Days],Duration [Hours],Depth [%],Planet Radius [RJ],Star Radius [Râ],TESSmag,Delta TESSmag,col1_2,TIC ID_2,TOI_2,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
863,288391628,1147.01,1,"pVshape, pSS, poor model","14,18,19",10.92746,1.93,0.41,2.27,2.92,8.36544,5.98,1136,288391628,1147.01,,5,5,5,5,5,5,5,151.9,298.3,317.0,3,2,2,PC,FP,8.36544,0.006,,1,qlp,QLP,17:47:50.93,83:25:43.77,0.631,0.11599999999999999,34.935,0.171,2458692.14224,6.799999999999999E-4,10.92746,8.0E-5,1.9280000000000002,0.111,4.40616,0.015524000000000001,4050.0,14.2982,25.4722,1.71403,104.906,891.0,76.0,218.25799999999998,3.3169999999999997,6259.0,130.9,3.59,0.09,2.92,0.14,,,1.217,0.17987999999999998,"14,18,19",2019-08-27,2020-05-20,2022-12-14 12:09:24,Too large to be a planet for this period (46 RE from MCMC); TFOP FP
864,288735205,1259.01,1,"TOI-1259 A b, CP, pTD, pVshape","14,17,18",3.4780010000000003,2.46,2.67,1.1,0.77,11.1534,3.93,1259,288735205,1259.01,,3,5,5,3,4,4,4,133.8,346.2,119.62,7,1,2,CP,CP,11.1534,0.006,,1,qlp-s52-tois,SPOC,18:48:24.04,79:15:23.31,-5.6579999999999995,0.04,100.20299999999999,0.047,2459764.874089,6.74E-5,3.4779796999999997,4.0E-7,2.3280000000000003,0.019,31.985471,1.17E-4,29030.0,0.107458,13.5709,0.9632870000000001,116.751,915.0,773.0,118.10600000000001,0.3735,4699.0,129.561,4.54638,0.0920064,0.77,0.05,,,0.7509999999999999,0.0862556,"14,17,18,19,20,21,24,25,26,40,41,47,48,50,51,52",2019-10-17,2022-10-04,2022-12-14 12:09:24,TOI-1259 A b
865,289535142,572.01,1,"UC, Short-P, FSCP, pTD, pVshape",8,2.338247,2.88,1.44,1.68,1.54,12.54,4.6,518,289535142,572.01,,5,5,5,5,3,5,5,47.6,55.1,317.0,0,1,1,EB,APC,12.54,0.006999999999999999,,1,spoc,SPOC,08:46:05.98,-13:12:10.33,-10.323,0.062,3.985,0.05,2459229.624094,7.146148E-4,2.3382708901841,1.19223914E-4,2.89594801264094,0.060481384000000006,16.071907999999997,0.258537,14693.7520628063,238.09267000000003,14.5827994411632,0.78906804,1647.34315020769,1624.85932881876,39.667545000000004,660.815,18.8375,6621.0,196.0,4.20742,,1.17441,0.0603869,,,1.41,0.24280100000000002,"8,34",2019-04-13,2021-03-24,2022-12-14 12:09:24,TFOP APC; retired as SB1
866,291555748,1018.01,1,"LCMOD, UC, pSS, FSOP, FSCP","7,8,9",4.9591199999999995,2.51,0.74,2.04,2.0,10.6254,5.32,1000,291555748,1018.01,,5,5,5,5,5,5,5,115.8,173.0,317.0,2,0,1,PC,FP,10.6254,0.006,,1,qlp,QLP,07:26:51.84,-50:15:59.64,-8.017999999999999,0.049,11.56,0.047,2458492.78078,7.3E-4,4.9591199999999995,1.6E-4,2.509,0.13,8.108077,0.214956,7440.0,197.96200000000002,22.9123,3.28055,673.55,1419.0,92.0,360.541,2.9645,5889.0,124.3,3.86,0.07,2.0,0.09,,,1.07,0.134657,"7,8,9",2019-04-01,2020-05-20,2022-12-14 12:09:24,
867,292321872,1572.01,1,"FSOP, pSS, FSCP,Vshape",18,8.66698,6.1,0.99,2.45,2.52,10.4562,5.02,1591,292321872,1572.01,,5,5,5,5,5,5,5,89.6,194.1,317.0,0,0,0,PC,FP,10.4562,0.006999999999999999,,1,qlp,QLP,02:07:36.53,45:30:00.56,-3.0460000000000003,0.084,-3.82,0.091,2458794.15217,0.0035399999999999997,8.66698,0.0026100000000000003,6.104,0.507,10.752236,1.1246450000000001,9854.3,1035.3,27.4804,9.09318,2647.36,1998.0,41.0,505.33099999999996,16.141,6322.2,217.0,3.77,0.09,2.52,0.17,,,1.32,0.209952,18,2019-12-19,2019-12-19,2022-12-14 12:09:24,Asymmetric transit shape; uncertain period
868,293708935,1969.01,0,"CO, FSCP, LowSNR, SS, Vshape",11,2.685591,2.05,0.05,0.32,1.52,8.5941,8.28,2014,293708935,1969.01,,5,5,5,5,5,5,5,12.6,90.0,10.73,0,0,0,PC,FP,8.5941,0.006,,1,spoc,QLP,14:49:20.06,-60:04:48.92,-153.952,0.035,-86.49600000000001,0.067,2458597.350807,0.0032556371,2.68559148108602,5.545512E-4,2.04911873395611,0.3399045,0.530229,0.05191799999999999,488.240178785328,47.816829999999996,3.57297122165842,1.3209385,1856.70048095233,1674.19180605616,9.359,106.955,0.39399999999999996,5796.0,107.5,4.14,0.28,1.51715,0.17690899999999998,,,1.12,0.147828,11,2020-06-17,2020-07-21,2022-12-14 12:09:24,possible blend and likely FP; event is on 293708831
869,294090620,587.01,1,"FSOP, pVshape",8,8.00924,6.36,0.56,0.0,0.0,7.81307,5.63,533,294090620,587.01,,3,4,3,5,4,5,5,89.8,173.4,317.0,1,10,3,PC,PC,7.81307,0.006,,1,spoc,QLP,08:41:35.02,-22:11:39.47,-25.241,0.1,6.479,0.077,2459236.096431,2.504139E-4,8.0442389870715,8.488774E-5,5.32893063058348,0.018301446000000002,5.374107,0.028256,4937.5053629838,26.024817000000002,15.1761031101682,0.4352956,3094.0780064744104,1902.18417482126,183.05827,210.139,3.344,9333.0,286.1,,,2.04114007949829,0.05810560000000001,,,2.523,0.328354,"8,34,35",2019-04-13,2019-04-13,2022-12-14 12:09:24,low-mass stellar companion from RVs; was FP now PC (for period refinement)
870,294780517,792.01,0,"NT, FSCP, UC","4,5,6,7,8,9",15.649897,1.35,0.2,0.55,0.84,11.7345,6.76,764,294780517,792.01,,5,5,5,5,5,5,5,6.5,50.9,38.43,1,0,1,PC,FP,11.7345,0.006,,1,spoc,SPOC,04:44:58.98,-67:58:51.78,-7.454,0.045,19.694000000000003,0.051,2458416.483921,0.0037560000000000002,15.649897,7.650000000000001E-4,1.352587,0.296588,2.1511880000000003,0.371682,1979.355709,342.2729,6.1836150000000005,19.937431,30.631165092174395,600.012956585149,7.434784,215.208,1.127,5107.98,125.0,4.5443,0.2,0.835807,0.204047,0.349553,0.1,0.86,0.09836039999999999,"4,5,6,7,8,9",2019-06-14,2019-06-14,2022-12-14 12:09:24,low MES; crowded
871,294781547,1218.01,0,"FSCP, LowSNR, LCMOD, pCO, FSOP","1,2,3,4,6,7,8,9,10,11,12,13",13.773074,2.69,0.04,0.19,1.03,10.3869,8.41,1209,294781547,1218.01,,1,4,1,1,3,4,4,1.2,20.4,5.11,2,3,5,PC,PC,10.3869,0.006,,1,spoc,UNKNOWN,04:45:56.19,-68:45:42.5,7.985,0.045,13.172,0.055999999999999994,2459383.435216,0.005796,13.7736661526299,6.8205576E-5,3.01315159248151,0.31732866,0.365723,0.031915,336.78629897126,29.394315999999996,2.1105345375402798,0.3569595,67.28417153585829,730.462586761106,11.143481,135.689,0.5025,5455.96,48.9052,4.46737,0.12097999999999999,1.01824998855591,0.0517361,-0.0173639,0.047552300000000006,0.95,0.117618,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39",2019-08-26,2021-11-09,2022-12-14 12:09:24,Crowded field. Epoch is from qlp-s39-tois; other parameters from spoc-s01-s39 multisector.
872,294869729,918.01,0,"FSOP, FSCP, LowSNR, pCO","1,2,3,4,5,6,7,8,9,10,11,12,13",1.11398,2.12,0.05,0.93,2.94,11.2716,8.21,899,294869729,918.01,,5,5,5,5,5,5,5,10.4,23.6,33.26,2,1,3,PC,FP,11.2716,0.006,,1,qlp,QLP,04:47:11.81,-68:59:08.31,3.3789999999999996,0.057,7.2,0.055,2459199.904943,0.0032227,1.1140067,6.1E-6,3.072,0.457,0.44524300000000006,0.001013,410.0,0.93294,6.34675,0.441032,6504.41,2501.0,20.0,549.872,6.956,5614.0,126.5,3.5,0.08,2.94,0.14,,,0.99,0.12566,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",2019-07-23,2021-01-28,2022-12-14 12:09:24,may be real HJ around giant star.
874,296780789,573.01,1,"pSS, pTD, FSCP, model poor, Vshape",8,13.577007,1.7,14.3,1.69,0.34,12.519,2.11,519,296780789,573.01,,3,5,5,3,4,4,4,122.2,943.9,317.0,6,2,8,PC,APC,12.519,0.04,,1,spoc,UNKNOWN,09:29:23.26,-14:30:42.16,-51.465,0.099,-92.29799999999999,0.09,2459257.811328,5.11E-5,13.5773455996364,3.6755616000000005E-6,1.7049556526873602,0.033960704,185.130279,2.292529,156766.42946291802,2109.2693,19.8544114912053,45.918279999999996,18.9098239852935,531.853009647005,207.37063999999998,88.3935,0.41535,3404.0,67.0,4.91079,0.395467,0.337999999523163,0.057,,,0.33899999999999997,0.07,"8,35",2019-04-13,2021-10-14,2022-12-14 12:09:24,A HIRES spectrum shows a clear SB2. Retired as APC/VPC/SM; V-shaped; Too deep transit. Too large planet candidate. Likely EB. Same target as TIC 876200724
875,297967252,1025.01,0,"pOED, CO, pSS, Vshape","9,10",9.68337,2.35,0.4,0.0,0.0,5.5324,6.01,1007,297967252,1025.01,,3,4,3,3,3,4,4,,,40.25,0,0,3,PC,PC,5.5324,0.006,,1,spoc,UNKNOWN,09:30:05.08,-51:31:01.61,-19.153,0.168,11.046,0.17800000000000002,2458545.149896,9.9791294E-5,9.68379203830077,2.4088813E-6,2.3975779876481402,0.010680415,4.619077,0.022328999999999998,4245.29061582215,20.565273,,,3176.31073518932,1914.69893256909,228.88504,129.838,1.713,8598.7,1245.7,,,,,,,,,"9,10,35,36",2019-07-24,2021-07-15,2022-12-14 12:09:24,probably an EB; host is B8III star
876,298073824,1447.01,0,"LowSNR, FSOP, Vshape, pCO, FSCP, LCMOD, Short-P","14,15",1.229303,4.47,0.01,0.4,4.12,8.1033,9.93,1461,298073824,1447.01,,3,5,5,3,3,4,4,3.3,24.0,8.46,0,3,5,PC,APC,8.1033,0.006,,1,qlp-s53-tois,SPOC,13:25:20.84,75:58:57.77,-7.486000000000001,0.046,-1.625,0.043,2459754.50673,0.016471299999999998,1.2272251,3.37E-5,3.528,0.7759999999999999,0.04343,0.006938,40.0,6.39038,2.8374,,15033.0,,10.0,309.2709,,6906.0,,4.438,,4.12,,,,,,"14,15,20,21,40,41,47,48,53",2019-11-14,2022-11-30,2022-12-14 12:09:24,Possibly stellar variability; possible phase modulations (~10s of ppm)
877,298647682,1643.01,1,"LCMOD, LowSNR modshift,  MSD, pAT, FSCP","14,15,18,21",20.078452,1.15,0.11,0.22,0.78,8.6628,7.42,1662,298647682,1643.01,,2,4,2,2,4,4,4,5.6,112.4,10.13,1,12,4,PC,PC,8.6628,0.006,,1,qlp-s52-tois,SPOC,18:09:03.42,53:13:03.82,-50.733000000000004,0.051,22.153000000000002,0.046,2459815.9531549998,8.573000000000001E-4,20.079541600000002,3.0299999999999998E-5,1.111,0.21600000000000003,1.1949670000000001,0.004265,1100.0,3.92852,3.1652299999999998,0.28783200000000003,4.413930000000001,403.0,32.0,40.6988,0.03935,4763.0,130.968,4.54306,0.09443839999999999,0.78,0.06,,,0.77,0.0879609,"14,15,18,21,24,25,26,40,41,48,51,52,53,54,55",2020-01-24,2022-11-09,2022-12-14 12:09:24,v-shaped; two stars in pixel; variable host
878,300810086,385.01,0,"Short-P, Vshape, SS, LowSNR, OED, LCMOD","1,2,3,4,5,6,7,8,9,10,11,12,13",0.66803,0.81,0.04,0.97,3.77,9.0567,8.44,312,300810086,385.01,,5,5,5,5,5,5,5,42.2,76.5,50.99,3,14,3,EB,FP,9.0567,0.006,,1,spoc,UNKNOWN,07:47:15.23,-69:01:49.39,-56.531000000000006,0.16,72.945,0.166,2459174.431448,9.961904E-4,0.668071979530202,4.7882862E-5,0.855690726531346,0.17391123,0.502865,0.043733,463.04855271710096,40.278515000000006,8.16489682308946,10.1040745,6871.83166505792,2322.13720986717,12.130832,262.782,6.5695,5159.0,122.0,,,3.77481,,,,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34",2018-10-01,2021-03-22,2022-12-14 12:09:24,TFOP FP; retired as EB
879,300871545,184.01,0,"CO, Vshape, Sync, SS","1,2",4.817028,3.19,2.36,2.13,1.4,10.0433,4.07,96,300871545,184.01,,5,5,5,5,5,5,5,223.8,463.7,317.0,4,5,1,EB,FP,10.0433,0.006,,1,qlp,UNKNOWN,07:50:37.78,-70:32:00.46,-14.67,0.040999999999999995,33.139,0.042,2459165.546503,1.8E-4,4.817069,1.6E-6,3.073,0.157,26.987467,0.04445,24550.0,40.939,24.7178,1.46023,804.82,1483.0,469.0,247.44099999999997,1.4185,6380.0,197.0,4.24852,0.35327800000000004,1.45,0.06,,,1.41,0.252208,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",2018-10-19,2021-12-06,2022-12-14 12:09:24,1000 ppm secondary; TFOP FP; retired as EB
880,302659412,1957.01,0,"LCMOD, MSD, Fla, FSOP, LowSNR, pCO, FSCP","9,10,11",14.51436,2.18,0.05,0.37,1.79,9.4845,8.3,2002,302659412,1957.01,,2,4,2,2,3,4,4,2.6,25.3,12.28,1,1,1,PC,PC,9.4845,0.006,,1,qlp,QLP,08:59:51.93,-67:57:20.15,-19.820999999999998,0.043,-15.187999999999999,0.037000000000000005,2459358.043317,0.008154300000000001,14.5189715,1.806E-4,2.7689999999999997,0.86,0.358352,0.002077,330.0,1.9131599999999997,3.5267699999999995,0.320573,62.5474,783.0,10.0,206.826,1.003,5844.8,50.4,4.13,0.36,1.79,0.09,,,1.1,0.14365,"9,10,11,36,38",2020-06-17,2021-08-12,2022-12-14 12:09:24,hint of centroid offset; slight depth aperture correlation
881,302895996,531.01,0,"FSOP, FSCP, Vshape, pCO, LowSNR",6,0.567995,1.41,0.52,0.24,0.37,13.8097,5.71,470,302895996,531.01,,5,5,5,5,5,5,5,17.7,89.0,7.63,1,0,4,PC,FP,13.8097,0.01,,1,spoc,SPOC,05:32:27.94,15:33:21.18,-48.4,2.0,-52.05,2.0,2458468.847149,0.002165,0.567995,1.0800000000000001E-4,1.408867,0.400217,5.669893,0.543539,5208.552517,500.4922,2.671369,1.1723649999999999,185.074234562457,940.711038241991,9.056892999999999,167.3049,,3462.0,103.0,4.88307,0.464398,0.368,0.073,,,0.377,0.091,6,2019-03-28,2019-03-28,2022-12-14 12:09:24,
882,304021498,1031.01,0,"LCMOD, MSD, FSOP, LowSNR, FSCP, pCO (PPL)","9,10,11",5.6529300000000005,2.93,0.12,0.6,1.92,9.7318,7.32,1014,304021498,1031.01,,5,5,5,5,5,5,5,13.4,59.5,37.26,0,0,3,EB,FP,9.7318,0.006,,1,spoc,UNKNOWN,09:23:32.13,-67:01:33.62,-23.901,0.042,3.03,0.047,2459282.239861,0.002045949,5.64968344534744,8.13583E-4,2.5612881695498597,0.407146,1.297506,0.112581,1194.33385575075,103.68587,6.78926162398394,2.551151,1226.22032569212,1509.25240728512,11.463814999999999,270.77099999999996,1.6275,6415.4,103.2,3.98,0.08,1.9220000505447399,0.0794221,-0.27369699999999997,0.052312,1.29,0.204498,"9,10,11,36",2019-06-25,2020-05-20,2022-12-14 12:09:24,centroid offset in spoc s36; 2 stars with one pixel separation (304021495); TFOP FP; retired as NEB
884,309257814,171.01,1,"pTD, pSS, pVshape, Short-P, FSCP, UC",10,1.2385959999999998,1.8,1.55,1.32,1.18,11.6626,4.53,73,309257814,171.01,,3,5,5,3,3,4,4,131.6,233.5,120.61,22,2,3,PC,PC,11.6626,0.006,,1,qlp-s38-tois,QLP,08:17:04.66,-63:12:48.25,-13.511,0.045,19.48,0.037000000000000005,2459359.397767,2.8569999999999995E-4,1.2386034,6.0E-7,1.651,0.027000000000000003,14.537179,3.98E-4,13300.0,0.366555,13.5831,0.802239,757.302,1461.0,69.0,256.345,1.463,5237.0,183.0,4.2427,0.42296999999999996,1.11,0.07,,,0.88,0.109325,"1,8,9,10,11,28,31,35,36,37,38",2019-06-11,2022-10-17,2022-12-14 12:09:24,
887,320536216,986.01,0,"Vshape, OED",7,0.54771,1.11,0.83,0.0,0.0,10.1796,5.21,968,320536216,986.01,,5,5,5,5,4,5,5,78.4,251.8,82.04,6,1,4,PC,APC,10.1796,0.006999999999999999,,1,qlp-s46-tois,UNKNOWN,08:00:25.31,10:20:37.93,-4.0,0.094,-1.715,0.057,2459578.525002,2.565E-4,0.5476693,3.0E-7,1.11,0.071,3.316556,0.035762999999999996,3050.0,32.9386,10.8302,1.11531,51363.3,4194.0,164.0,407.542,9.495,8274.5,181.1,4.17,0.65,1.65,0.06,,,1.94,0.315035,"7,34,44,45,46",2019-07-24,2022-03-10,2022-12-14 12:09:24,TFOP APC; 5 sigma odd-even in SPOC s44 report; very likely EB
888,321011127,860.01,0,"pEV, LowSNR, FSCP, UC, pSS, Vshape, pOED, FSOP, LCMOD","3,4",6.45361,2.33,1.12,3.46,1.58,11.6704,4.88,837,321011127,860.01,,3,4,4,3,3,4,4,58.6,90.1,317.0,4,0,3,PC,PC,11.6704,0.006,,1,qlp,UNKNOWN,02:54:11.08,-41:30:51.91,-0.177,0.031,-10.197000000000001,0.036000000000000004,2459139.444944,5.809E-4,6.4535152,7.000000000000001E-6,2.202,0.135,12.228856,0.080832,11200.0,74.446,19.7517,1.77562,240.342,1096.0,75.0,494.093,5.1775,5906.0,133.8,4.07,0.08,1.58,0.08,,,1.07,0.14136700000000002,"3,4,30",2019-07-10,2020-12-22,2022-12-14 12:09:24,large Rp; V-shaped; likely EB
889,328350926,392.01,1,"Short-P, Vshape, LCMOD",4,0.8490700000000001,1.36,1.94,1.94,1.42,8.300901,4.28,319,328350926,392.01,,5,5,5,5,3,5,5,1456.0,1830.8,317.0,3,3,1,PC,APC,8.300901,0.006,,1,qlp,UNKNOWN,03:07:43.61,00:51:39.32,0.495,0.092,-94.736,0.08800000000000001,2459169.813944,9.13E-5,0.8490648999999999,2.0E-7,1.357,0.027000000000000003,3.098766,1.501841,2850.0,1382.29,24.3308,6.02564,5604.16,2410.0,67.0,87.4715,0.3638,5624.7,74.5,,,1.44,0.08,,,0.99,0.119487,"4,31",2019-01-24,2021-01-28,2022-12-14 12:09:24,same pixel as 328350925 and 328350924
891,356453768,2002.01,0,"OED, FSCP, pSS, Vshape, SSys",10,2.33317,3.18,0.26,1.33,1.56,10.4879,6.45,2048,356453768,2002.01,,5,5,5,5,5,5,5,96.2,95.8,317.0,1,0,0,PC,FP,10.4879,0.006,,1,qlp,QLP,08:56:45.65,-61:22:17.26,-70.24,0.051,0.73,0.051,2458546.00276,0.00199,2.33317,1.6E-4,3.18,0.13699999999999998,2.848362,0.378727,2620.0,348.76,14.8753,3.26265,12603.0,2951.0,57.0,296.17900000000003,2.3585,5986.5,131.0,4.32,0.44,1.56,0.07,-0.555712,0.0712926,1.21,0.175438,10,2020-06-17,2020-06-17,2022-12-14 12:09:24,V-shaped; crowded field; minor centroid offset
892,367099243,1365.01,0,"Short-P, pAT,  LCMOD, CO, pOED","16,17,18",1.8286,3.46,2.59,2.04,1.29,10.4849,3.97,1375,367099243,1365.01,,5,5,5,5,5,5,5,301.6,463.1,317.0,2,2,0,PC,FP,10.4849,0.006,,1,qlp,QLP,21:10:55,72:36:55.28,-25.691,0.047,-13.894,0.045,2458739.49847,0.00101,1.8286,1.5E-4,3.464,0.065,28.447784000000002,1.402145,25861.1,1290.59,22.8859,5.2839599999999995,13385.3,2996.0,108.0,244.31799999999998,1.5859999999999999,6046.3,179.4,4.43,0.11,1.29,0.08,,,1.484,0.32098699999999997,"16,17,18,19",2019-10-30,2019-10-30,2022-12-14 12:09:24,V-shaped; depth-aperture correlation; TFOP FP
893,367102581,1522.01,1,"Short-P, Vshape, UC, FSCP","17,18,19",2.97962,2.57,0.06,0.4,1.89,9.39575,8.07,1541,367102581,1522.01,,5,5,5,5,5,5,5,8.9,56.5,21.54,2,2,2,EB,FP,9.39575,0.006,,1,qlp-s52-ffi,QLP,20:57:04.57,78:40:29.7,15.377,0.193,22.668000000000003,0.21,2459739.798591,0.0030837,2.9798592,9.1E-6,2.737,0.762,0.6299100000000001,0.002105,580.0,1.93891,4.92227,0.332283,8878.81,2704.0,31.0,303.976,9.687000000000001,9024.0,335.2,4.24,0.07,1.89,0.06,,,2.279,0.330123,"17,18,19,20,24,25,26,52",2019-12-05,2022-09-28,2022-12-14 12:09:24,multiple stars in pixel; TFOP FP; retired as NEB
895,378159598,1311.01,1,"LCMOD, Vshape",15,6.14113,2.01,0.75,0.0,0.0,10.5819,5.31,1317,378159598,1311.01,,5,5,5,5,3,5,5,107.3,298.9,317.0,2,2,2,PC,APC,10.5819,0.008,,1,spoc-s14-s41-b0A-PC,QLP,19:38:53.46,41:33:54.56,5.862,0.049,6.005,0.046,2459392.644018,5.6855776E-4,6.140641694535379,1.1029016000000001E-4,2.3525427896652,0.04233572,10.294946000000001,0.17464200000000002,9437.1831552678,160.83826000000002,26.5174686485461,6.229911,2040.10724756745,1714.08754503918,87.12355,556.813,8.3835,8298.0,276.1,4.19,0.08,1.8749300241470301,0.0668316,,,1.99,0.30630999999999997,"15,40,41",2019-10-17,2022-02-10,2022-12-14 12:09:24,Very large for period; likely EB; small secondary;  v-shaped; TFOPWG SB1/APC
897,393911494,2106.01,0,"Short-P, Vshape, OED, pEV, FSOP, FSCP","22,23",0.633259,0.86,0.12,0.47,0.98,9.856489999999999,7.31,2165,393911494,2106.01,,5,5,5,5,5,5,5,63.9,246.7,24.48,3,2,8,PC,FP,9.856489999999999,0.006,,1,spoc,SPOC,13:48:42.83,44:54:42.31,-28.575,0.042,-63.888999999999996,0.06,2458899.8617020003,5.7600526E-4,0.6332592584920029,1.3101966E-5,0.8622011405723891,0.056651466,1.294382,0.08218400000000001,1191.45971951723,75.69162,5.30279043328529,3.7474084000000003,4030.7512474651503,2032.1990725818303,22.733013,121.167,0.4895,5590.0,122.04799999999999,4.45374,0.07882760000000001,0.9762120000000001,0.0483266,,,0.988,0.12529300000000002,"22,23",2020-07-15,2020-07-15,2022-12-14 12:09:24,check nearby star in pixel; odd/even in spoc s14-23
898,398733009,464.01,0,"Vshape, FSCP, FSOP, UC, SS",4,0.818498,0.94,5.44,0.4,0.18,15.61,3.16,400,398733009,464.01,,5,5,5,5,5,5,5,17.8,177.7,16.17,5,0,6,PC,FP,15.61,0.0,,1,spoc,SPOC,02:08:40.75,-09:02:45.76,11.782,0.10400000000000001,-9.057,0.091,2459116.382318,0.0013453984,0.8185671730978291,7.746806E-5,0.9809686986024101,0.08749789999999999,49.6644,4.265546,44712.181161099405,3921.006,4.15526032524568,2.4100754,151050.06691951302,5028.0545420691,10.488189,2220.36,309.14,31000.0,,5.59998,,0.18,0.10400000000000001,,,0.47,0.03,30,2019-02-08,2019-02-08,2022-12-14 12:09:24,hot subdwarf star; deep secondary
900,409459226,973.01,0,"Short-P, FSOP, CO(PPL), NT, FSCP, LowSNR",7,1.27997,2.43,0.08,25.48,102.03,10.5816,7.76,955,409459226,973.01,,5,5,5,5,5,5,5,,,317.0,0,0,3,EB,FP,10.5816,0.012,,1,qlp-tois-update,QLP,07:19:48.08,-11:56:33.67,-0.8,0.099,1.984,0.081,2458491.82839,0.00395,1.27997,4.1E-4,2.425,0.265,0.8580709999999999,9.3E-4,790.0,0.856405,285.67400000000004,,379.23,1229.0,17.0,4153.03,1077.88,3435.0,122.0,,,102.03,,,,,,7,2019-07-24,2022-07-11,2022-12-14 12:09:24,BEB or diluted planet; multiple stars in the aperture; blended; centroid shift; giant star; TFOP FP
901,447283466,1028.01,0,"LCMOD, NT ,CO, FSCP, Short-P","9,10",1.01606,2.84,0.02,0.11,0.68,7.9059,9.05,1011,447283466,1028.01,,5,5,5,5,5,5,5,12.4,21.1,1.95,1,3,3,PC,FP,7.9059,0.006,,1,qlp,QLP,10:28:23.6,-51:42:19.47,30.65,0.054000000000000006,-33.906,0.055999999999999994,2458544.48066,0.00412,1.01606,3.3999999999999997E-4,2.843,0.278,0.260608,4.08E-4,240.0,0.375709,1.20704,0.0989898,2784.04,2023.0,27.0,23.7748,0.02025,4634.0,120.9,4.64,0.09,0.68,0.05,,,0.74,0.0871956,"9,10",2019-07-24,2020-05-20,2022-12-14 12:09:24,crowded; need SG1 to check neighbors
903,458856474,1978.01,0,"CO, Vshape, SS, LCMOD, TD","10,11",6.08135,4.04,2.32,0.0,0.0,5.666,4.09,2023,458856474,1978.01,,5,5,5,5,5,5,5,562.0,1064.0,317.0,6,0,1,PC,FP,5.666,0.6,,1,spoc,QLP,10:44:33.72,-59:44:15.39,-7.582000000000001,0.063,2.92,0.062,2459286.204593,0.0016991117000000001,6.078334414852071,9.10553E-4,4.890452849948731,0.05943209,17.697958,0.771122,16168.288913010801,709.9779,16.9877964987968,2.356609,235.131008325955,998.728000814485,10.794149,2503.46,256.23,8719.5,297.6,4.08,1.27,1.0,,,,,,"10,11,36",2020-06-17,2020-06-15,2022-12-14 12:09:24,V* V560 Car; SB with P=6.0803; TFOP FP; retired as SEB1
904,467281353,1975.01,0,"LCMOD, pOED, UC, Vshape, FSCP, pEV","10,11",2.82888,3.25,0.07,0.36,1.48,10.2081,7.83,2020,467281353,1975.01,,2,4,2,2,3,4,4,10.0,48.1,16.93,5,2,1,PC,PC,10.2081,0.006,,1,qlp,QLP,11:12:18.26,-60:55:57.29,-65.35600000000001,0.047,13.636,0.045,2459332.170291,0.0052741,2.8319315,2.54E-5,3.287,0.32899999999999996,0.945002,0.001271,870.0,1.1706299999999998,4.26927,0.28445,929.7689999999999,1538.0,15.0,205.36700000000002,1.249,5408.7,62.5,,,1.48,0.08,,,0.97,0.126883,"10,11,37",2020-06-17,2020-06-17,2022-12-14 12:09:24,crowded field
908,1400770435,1344.01,0,"FSCP, SS","14,15,16,17,18",13.74306,2.37,1.09,1.17,1.37,8.88797,4.9,1352,1400770435,1344.01,,5,5,5,5,5,5,5,64.4,260.3,110.83,0,0,0,EB,FP,8.88797,0.006,,1,qlp-s51-ffi,QLP,17:39:50.77,56:04:44.31,-4.979,0.038,13.370999999999999,0.040999999999999995,2459703.3330220003,2.0899999999999998E-4,13.7431768,4.4E-6,2.3369999999999997,0.079,5.529597,0.025403,5080.0,23.3964,13.1594,1.02434,90.49600000000001,859.0,243.0,121.182,0.27,5941.5,161.9,4.23,0.08,1.37,0.07,,,,,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51",2019-10-30,2022-06-06,2022-12-14 12:09:24,TICv8 JOIN; refer to TOI 1140.01 (TIC 320525204); v-shaped
