,Unnamed: 0,TIC ID,ExoFOP-TESS,Sectors,Epoch [BJD],Period [Days],Duration [Hours],Depth [ppm],Depth [%],Rtranister [RJup],Rstar [RSun],Tmag,Delta Tmag,Paper disp (LC),Paper comm
533,566,143143769,https://exofop.ipac.caltech.edu/tess/target.php?id=143143769,6,1469.248999999836,1.33656,0.030833333333333334,1760.0,0.18,0.38,0.86,12.3686,6.89,1,"LOWSNR,UC,WE"
534,567,143257766,https://exofop.ipac.caltech.edu/tess/target.php?id=143257766,13,1656.4490000000224,1.66255,0.13708333333333333,6140.0,0.61,1.18,1.64,10.4063,5.53,1,"LCMOD,LOWSNR"
535,568,143271144,https://exofop.ipac.caltech.edu/tess/target.php?id=143271144,6,1469.176999999676,1.352966,0.07583333333333334,14841.0,1.48,1.38,1.0,14.7117,4.57,0,"FSCP,Vshape,LOWSNOR,LCMOD,FFI BAD"
537,570,143526444,https://exofop.ipac.caltech.edu/tess/target.php?id=143526444,"7,8",1505.030999999959,15.302253,0.29291666666666666,622.0,0.06,0.95,3.48,9.3309,8.02,1,"extra in sec7, MD"
538,571,143994283,https://exofop.ipac.caltech.edu/tess/target.php?id=143994283,8,1492.9040000000969,1.9087900000000002,0.07958333333333333,618.0,0.06,0.3,1.22,10.5551,8.02,0,NT
540,573,144276942,https://exofop.ipac.caltech.edu/tess/target.php?id=144276942,2,1354.5800000000745,1.5353299999999999,0.020833333333333332,2645.0,0.26,0.34,0.68,11.9699,6.44,1,"UC, Vshape"
541,574,144301052,https://exofop.ipac.caltech.edu/tess/target.php?id=144301052,2,1356.9280000003055,3.7431699999999997,0.11583333333333333,1730.0,0.17,0.65,1.7,12.0684,6.90,1,FSCP
542,575,144301273,https://exofop.ipac.caltech.edu/tess/target.php?id=144301273,2,1355.4429999999702,2.75161,0.07083333333333333,10550.0,1.06,1.01,1.07,12.4502,4.94,1,
543,576,144336525,https://exofop.ipac.caltech.edu/tess/target.php?id=144336525,2,1354.2599999997765,0.24733000000000002,0.020833333333333332,6445.0,0.64,0.99,1.25,11.7549,5.48,0,"Vshape,pCO,P-short, sync"
544,577,144401492,https://exofop.ipac.caltech.edu/tess/target.php?id=144401492,22,1904.6230000001378,6.294392,0.09291666666666666,2053.0,0.21,0.36,0.69,11.1476,6.72,1,"multi,resonant"
545,578,144401492,https://exofop.ipac.caltech.edu/tess/target.php?id=144401492,22,1911.6740000001155,12.891153,0.09291666666666666,3496.0,0.35,0.36,0.69,11.1476,6.14,1,"multi,resonant"
546,579,144441148,https://exofop.ipac.caltech.edu/tess/target.php?id=144441148,23,1931.251000000164,5.818224,0.04958333333333333,1070.0,0.11,0.7,1.99,8.70842,7.43,1,
547,580,144700903,https://exofop.ipac.caltech.edu/tess/target.php?id=144700903,6,1470.5759999998845,2.326811,0.06958333333333333,8583.0,0.86,0.5,0.61,12.6785,5.17,1,
548,581,144956678,https://exofop.ipac.caltech.edu/tess/target.php?id=144956678,"7,8",1492.9860000000335,1.51472,0.10166666666666667,745.0,0.06,0.61,2.93,9.9071,8.09,0,"FSCP,LCMOD,pCO"
549,583,145750719,https://exofop.ipac.caltech.edu/tess/target.php?id=145750719,2,1357.5600000000559,3.5613300000000003,0.15666666666666665,5940.0,0.59,1.01,1.47,12.0213,5.57,1,missing transit
550,586,146172354,https://exofop.ipac.caltech.edu/tess/target.php?id=146172354,9,1548.033999999985,3.78031,0.13291666666666666,2850.0,0.29,0.58,1.18,10.2855,6.36,1,
554,592,146463781,https://exofop.ipac.caltech.edu/tess/target.php?id=146463781,8,1517.4769999999553,0.417921,0.07666666666666667,41645.0,4.16,0.5,0.28,14.7034,3.45,0,"LCMOD,CO"
557,595,146589986,https://exofop.ipac.caltech.edu/tess/target.php?id=146589986,"9,10",1547.4550000000745,5.66314,0.15625,3650.0,0.37,1.28,2.34,9.7611,6.09,1,
558,596,146846569,https://exofop.ipac.caltech.edu/tess/target.php?id=146846569,"9,10",1545.448000000324,4.753609,0.04541666666666667,335793.0,33.58,1.13,0.17,15.173,1.18,1,"Vshape,FSCP"
559,597,147203645,https://exofop.ipac.caltech.edu/tess/target.php?id=147203645,1,1326.3840000000782,5.06187,0.052083333333333336,12335.0,1.23,1.14,1.05,10.7258,4.77,1,
560,599,147576037,https://exofop.ipac.caltech.edu/tess/target.php?id=147576037,14,1688.691000000108,13.03351,0.12625,2236.0,0.22,1.77,3.81,9.6043,6.63,1,"LCMOD,UC"
561,600,147660201,https://exofop.ipac.caltech.edu/tess/target.php?id=147660201,9,1543.348000000231,0.579398,0.06833333333333333,1324.0,0.13,0.51,0.95,11.1557,7.20,0,"Vshape,P-short,UC,pCO"
562,602,147950620,https://exofop.ipac.caltech.edu/tess/target.php?id=147950620,"14,20",1684.9240000001155,2.310602,0.06583333333333334,6436.0,0.64,0.79,0.99,10.4782,5.48,1,
563,603,147951030,https://exofop.ipac.caltech.edu/tess/target.php?id=147951030,"14,20,21",1691.7830000002868,8.811959,0.08374999999999999,643.0,0.06,0.2,0.88,10.4547,7.98,1,"SPR,LOWSNR"
564,604,147977348,https://exofop.ipac.caltech.edu/tess/target.php?id=147977348,"6,7",1469.746999999974,5.0035300000000005,0.14708333333333332,7050.0,0.71,1.75,2.09,10.0367,5.38,1,
565,605,148228019,https://exofop.ipac.caltech.edu/tess/target.php?id=148228019,6,1470.7390000000596,18.089163,0.105,5554.0,0.56,1.98,1.84,8.2488,5.64,1,Vshape
566,606,148479278,https://exofop.ipac.caltech.edu/tess/target.php?id=148479278,7,1491.7069999999367,0.5227970000000001,0.08374999999999999,139.0,0.01,0.16,1.46,9.3777,9.64,0,"pSS, sync,P-short"
567,607,148659924,https://exofop.ipac.caltech.edu/tess/target.php?id=148659924,7,1497.220000000205,7.3846,0.19999999999999998,2457.0,0.25,0.0,0.0,10.3437,6.52,0,CO
568,608,148679712,https://exofop.ipac.caltech.edu/tess/target.php?id=148679712,22,1901.5090000000782,4.926312,0.13125,734.0,0.07,0.27,1.06,10.1345,7.84,1,"UC,FSCP"
569,609,148782377,https://exofop.ipac.caltech.edu/tess/target.php?id=148782377,23,1933.1780000003055,14.419357999999999,0.215,1090.0,0.11,0.43,1.41,8.39816,7.41,1,
570,610,148914726,https://exofop.ipac.caltech.edu/tess/target.php?id=148914726,"14,15",1683.4150000000373,1.2614299999999998,0.047499999999999994,2850.0,0.28,0.44,0.78,10.1313,6.36,1,
571,611,149010208,https://exofop.ipac.caltech.edu/tess/target.php?id=149010208,2,1356.6189999999478,3.437004,0.17791666666666664,15173.0,1.52,1.47,1.25,11.681,4.55,1,weird positive stuff
572,613,149302744,https://exofop.ipac.caltech.edu/tess/target.php?id=149302744,"1,2,3,4,5,6",1332.573000000324,14.800920999999999,0.14875,376.0,0.04,0.24,1.34,9.8106,8.56,1,
573,614,149302744,https://exofop.ipac.caltech.edu/tess/target.php?id=149302744,"1,2,3,4,5,6",1358.8959999997169,33.621113,0.21333333333333335,330.0,0.03,0.24,1.34,9.8106,8.70,1,
574,616,149601557,https://exofop.ipac.caltech.edu/tess/target.php?id=149601557,"1,2,3,4,5,6,7,8,9,10,11,12,13",1338.0719999996945,29.01628,0.2508333333333333,1370.0,0.14,0.78,2.01,10.0163,7.16,1,"UC, single events"
576,618,149788158,https://exofop.ipac.caltech.edu/tess/target.php?id=149788158,8,1517.9449999998324,4.72609,0.07125,1880.0,0.19,0.2,0.5,11.0002,6.81,1,UC
577,619,149833117,https://exofop.ipac.caltech.edu/tess/target.php?id=149833117,20,1843.5469999997877,4.052173000000001,0.10916666666666668,8565.0,0.86,1.24,1.36,9.52339,5.17,1,LCMOD
585,627,150167117,https://exofop.ipac.caltech.edu/tess/target.php?id=150167117,"1,2,3,4,5,6,7,8,9,11,12,13",1344.876000000164,20.02717,0.10541666666666666,15710.0,1.57,2.61,1.14,11.1835,4.51,1,
586,628,150247134,https://exofop.ipac.caltech.edu/tess/target.php?id=150247134,"1,2,3,4,5,6,8,9,10,11,12,13",1334.323000000324,12.863389999999999,0.18541666666666667,1070.0,0.11,1.06,3.56,11.4845,7.43,0,"NT, SSys, MD"
587,629,150271680,https://exofop.ipac.caltech.edu/tess/target.php?id=150271680,9,1543.9669999997132,2.5936939999999997,0.12708333333333333,527.0,0.05,0.27,1.29,9.5215,8.20,1,"Vshape, FSCP"
591,633,150428703,https://exofop.ipac.caltech.edu/tess/target.php?id=150428703,"4,5,6,7,9,10,11,12,13",1414.0860000001267,13.896181,0.1475,841.0,0.08,0.2,0.74,11.7582,7.69,1,"NT,strong LCMOD"
593,635,151681127,https://exofop.ipac.caltech.edu/tess/target.php?id=151681127,9,1552.9180000000633,10.197751,0.20458333333333334,15406.0,1.54,2.14,1.8,9.1379,4.53,1,pSS
594,636,151825527,https://exofop.ipac.caltech.edu/tess/target.php?id=151825527,9,1546.4799999999814,3.6336180000000002,0.07458333333333333,9034.0,0.9,0.45,0.53,11.6739,5.11,1,"FSCP, pTD"
595,637,151959065,https://exofop.ipac.caltech.edu/tess/target.php?id=151959065,9,1551.6370000001043,10.541282,0.26,18664.0,1.87,1.59,1.28,11.955,4.32,1,"FSCP, pTD"
596,638,152147232,https://exofop.ipac.caltech.edu/tess/target.php?id=152147232,10,1572.722000000067,4.213316000000001,0.13,7231.0,0.72,1.2,1.55,11.6713,5.35,1,"FSCP, pVshape"
601,643,153651591,https://exofop.ipac.caltech.edu/tess/target.php?id=153651591,"7,8",1492.5580000001937,2.14542,0.07541666666666667,1180.0,0.12,0.9,2.8,10.5259,7.32,1,"FSCP,UC,Vshape,LOWSNR"
602,645,153951307,https://exofop.ipac.caltech.edu/tess/target.php?id=153951307,"14,15",1684.1030000001192,0.764601,0.0425,413.0,0.04,0.2,0.62,11.2582,8.46,1,SPR
603,646,153951307,https://exofop.ipac.caltech.edu/tess/target.php?id=153951307,"14,15",1684.2949999999255,3.293706,0.06916666666666667,1275.0,0.13,0.2,0.62,11.2582,7.24,1,
604,647,153976959,https://exofop.ipac.caltech.edu/tess/target.php?id=153976959,"14,15",1683.4190000002272,0.685999,0.03875,200.0,0.02,0.1,0.82,9.9802,9.25,1,"LOWSNR, LCMOD,UC"
605,648,154089169,https://exofop.ipac.caltech.edu/tess/target.php?id=154089169,"14,15",1690.0580000001937,8.9596,0.11291666666666667,1042.0,0.1,0.22,0.76,10.2549,7.45,1,
606,649,154383539,https://exofop.ipac.caltech.edu/tess/target.php?id=154383539,"15,16",1711.901999999769,0.867492,0.050833333333333335,479.0,0.05,0.15,0.75,11.0906,8.30,1,
607,650,154459165,https://exofop.ipac.caltech.edu/tess/target.php?id=154459165,"7,8",1491.8880000002682,3.14905,0.14208333333333334,990.0,0.1,0.27,0.79,10.4259,7.51,1,"eleanor NT, QLP"
608,651,154618248,https://exofop.ipac.caltech.edu/tess/target.php?id=154618248,2,1361.5469999997877,8.773772,0.043333333333333335,1008.0,0.1,0.55,1.75,8.441,7.49,1,
609,652,154716798,https://exofop.ipac.caltech.edu/tess/target.php?id=154716798,14,1694.0370000000112,12.640098,0.14041666666666666,3497.0,0.35,0.42,0.79,10.7192,6.14,1,LCMOD
610,653,154840461,https://exofop.ipac.caltech.edu/tess/target.php?id=154840461,14,1685.5789999999106,6.0361400000000005,0.04083333333333333,1634.0,0.16,0.74,1.69,8.405339999999999,6.97,0,"pSS, Vshape, sync"
611,654,154867950,https://exofop.ipac.caltech.edu/tess/target.php?id=154867950,"18,19",1683.8969999998808,0.66647,0.050416666666666665,210.0,0.02,0.3,1.99,8.68013,9.19,0,"LOWSNR,P-short,Vshape,pCO, sync"
612,655,154872375,https://exofop.ipac.caltech.edu/tess/target.php?id=154872375,14,1684.151999999769,8.02802,0.18666666666666668,5817.0,0.58,0.8,1.15,9.02855,5.59,1,LCMOD
613,656,154927364,https://exofop.ipac.caltech.edu/tess/target.php?id=154927364,19,1688.9920000000857,6.9737800000000005,0.11583333333333333,9642.0,0.96,1.85,1.92,10.249,5.04,1,LCMOD
615,658,155044736,https://exofop.ipac.caltech.edu/tess/target.php?id=155044736,"7,8",1493.0809999997728,1.37259,0.07458333333333333,730.0,0.07,1.62,6.8,10.7069,7.84,0,"Vshape,CO,LOWSNR"
616,659,155114483,https://exofop.ipac.caltech.edu/tess/target.php?id=155114483,"16,17",1740.1019999999553,5.2649099999999995,0.10583333333333333,3440.0,0.34,1.0,1.7,9.250680000000001,6.16,0,"pCO, Vshape"
618,661,155995204,https://exofop.ipac.caltech.edu/tess/target.php?id=155995204,2,1357.5840000002645,9.30734,0.19499999999999998,42774.0,4.28,2.74,1.35,13.5281,3.42,1,LCMOD
619,665,156115721,https://exofop.ipac.caltech.edu/tess/target.php?id=156115721,"7,8",1493.676999999676,2.5044299999999997,0.13291666666666666,1250.0,0.13,0.54,1.53,9.2386,7.26,0,"CO,LCMOD,Vshape"
620,666,156199502,https://exofop.ipac.caltech.edu/tess/target.php?id=156199502,"14,19,21",1690.1639999998733,15.915028,0.051666666666666666,683.0,0.07,0.2,0.82,9.8565,7.91,1,SPR
622,668,156987351,https://exofop.ipac.caltech.edu/tess/target.php?id=156987351,6,1469.873999999836,3.062959,0.16375,6560.0,0.66,1.51,1.95,8.8742,5.46,1,spots
623,669,156991337,https://exofop.ipac.caltech.edu/tess/target.php?id=156991337,"6,7",1474.3870000001043,6.9074100000000005,0.07875,850.0,0.09,0.28,1.08,10.234,7.68,1,LOWSNR
624,670,157225097,https://exofop.ipac.caltech.edu/tess/target.php?id=157225097,23,1931.8819999997504,2.52618,0.08125,15850.0,1.59,1.0,0.87,13.0383,4.50,1,
625,672,157568289,https://exofop.ipac.caltech.edu/tess/target.php?id=157568289,"6,7",1468.7369999997318,1.8405099999999999,0.19333333333333333,2578.0,0.26,1.24,2.49,10.4091,6.47,0,"SS, pOcc"
626,673,157586003,https://exofop.ipac.caltech.edu/tess/target.php?id=157586003,14,1684.6749999998137,3.33069,0.13125,8440.0,0.84,1.53,1.7,12.0545,5.18,1,UC
627,674,158002130,https://exofop.ipac.caltech.edu/tess/target.php?id=158002130,14,1691.0479999999516,9.692136999999999,0.1175,1555.0,0.16,0.25,0.73,10.112,7.02,1,
628,675,158025009,https://exofop.ipac.caltech.edu/tess/target.php?id=158025009,23,1928.811999999918,1.069606,0.06166666666666667,461.0,0.05,0.16,0.8,9.0739,8.34,1,
629,676,158075010,https://exofop.ipac.caltech.edu/tess/target.php?id=158075010,"16,23",1754.1490000002086,177.583051,0.19958333333333333,456.0,0.05,0.32,1.6,8.38689,8.35,1,
630,677,158170594,https://exofop.ipac.caltech.edu/tess/target.php?id=158170594,14,1684.801999999676,1.7211509999999999,0.08416666666666667,12391.0,1.24,1.34,1.33,13.8046,4.77,1,FSCP.
631,678,158297421,https://exofop.ipac.caltech.edu/tess/target.php?id=158297421,13,1655.9590000002645,3.9231800000000003,0.07625,36737.0,3.67,1.85,1.0,13.6699,3.59,1,UC
632,679,158324245,https://exofop.ipac.caltech.edu/tess/target.php?id=158324245,"14,15",1683.5540000000037,1.7635939999999999,0.13541666666666666,8546.0,0.85,0.85,0.0,9.567,5.17,0,"KOI-13 b,Occ"
633,680,158561566,https://exofop.ipac.caltech.edu/tess/target.php?id=158561566,"14,15",1685.285000000149,6.790541999999999,0.24708333333333332,2036.0,0.2,0.83,2.0,11.636,6.73,1,FSOP
634,681,158588995,https://exofop.ipac.caltech.edu/tess/target.php?id=158588995,9,1544.5240000002086,1.977238,0.0425,14082.0,1.41,0.4,0.37,11.8764,4.63,1,FSOP
636,683,158978373,https://exofop.ipac.caltech.edu/tess/target.php?id=158978373,11,1609.0069999997504,13.539445,0.16166666666666665,2282.0,0.23,0.67,1.41,9.9623,6.60,1,FSCP
637,684,159107668,https://exofop.ipac.caltech.edu/tess/target.php?id=159107668,"14,15",1685.0740000000224,4.779966,0.06291666666666666,1485.0,0.15,0.82,2.34,11.1634,7.07,0,"Vshape,pCO"
638,685,159244568,https://exofop.ipac.caltech.edu/tess/target.php?id=159244568,"19,21",1820.25,6.277248,0.06375,911.0,0.09,0.23,0.8,11.0372,7.60,1,
639,686,159418353,https://exofop.ipac.caltech.edu/tess/target.php?id=159418353,"14,19",1685.2280000001192,8.303966,0.08291666666666667,658.0,0.07,0.19,0.78,9.812000000000001,7.95,0,"pCO, LCMOD"
640,687,159510109,https://exofop.ipac.caltech.edu/tess/target.php?id=159510109,"14,15",1687.598000000231,16.947643,0.3154166666666667,11701.0,1.17,1.21,1.12,8.8523,4.83,0,SS
641,688,159742538,https://exofop.ipac.caltech.edu/tess/target.php?id=159742538,25,1986.063000000082,3.553932,0.14916666666666667,9429.0,0.94,1.89,2.01,11.1116,5.06,1,
642,689,159781361,https://exofop.ipac.caltech.edu/tess/target.php?id=159781361,24,1958.288000000175,15.347453,0.29791666666666666,1044.0,0.1,0.54,1.8,9.6087,7.45,1,
643,690,159873822,https://exofop.ipac.caltech.edu/tess/target.php?id=159873822,24,1739.1129999998957,13.790220000000001,0.13791666666666666,1110.0,0.11,0.23,0.76,10.7545,7.39,0,"NT,LCMOD"
645,692,160039081,https://exofop.ipac.caltech.edu/tess/target.php?id=160039081,"16,23",1752.9249999998137,30.19991,0.20125,485.0,0.05,0.24,1.15,7.8206,8.28,1,FSCP
646,693,160045097,https://exofop.ipac.caltech.edu/tess/target.php?id=160045097,"14,20,21,22",1683.555999999866,1.8289810000000002,0.0625,741.0,0.07,0.23,0.67,11.3069,7.83,1,"FSOP, LCMOD"
647,694,160045097,https://exofop.ipac.caltech.edu/tess/target.php?id=160045097,21,1872.621999999974,4.987638,0.09625,1508.0,0.15,0.23,0.67,11.3069,7.05,1,"FSOP, LCMOD"
648,695,160074939,https://exofop.ipac.caltech.edu/tess/target.php?id=160074939,2,1366.3300000000745,13.340145000000001,0.19208333333333336,590.0,0.06,0.35,1.58,8.7435,8.07,1,LCMOD
649,696,160148385,https://exofop.ipac.caltech.edu/tess/target.php?id=160148385,2,1354.3199999998324,3.425239,0.10208333333333335,14427.0,1.44,1.21,1.05,11.9116,4.60,1,WASP-96 b
650,697,160222069,https://exofop.ipac.caltech.edu/tess/target.php?id=160222069,3,1386.9500000001863,5.85059,0.105,1030.0,0.1,0.4,1.38,10.717,7.47,0,NS
651,698,160268701,https://exofop.ipac.caltech.edu/tess/target.php?id=160268701,14,1694.0789999999106,11.196019999999999,0.17791666666666664,2814.0,0.28,1.2,2.31,8.63287,6.38,1,
652,700,160487753,https://exofop.ipac.caltech.edu/tess/target.php?id=160487753,"15,16,19",1715.4590000002645,8.47134,0.29125,540.0,0.05,1.51,4.88,10.8049,8.17,0,LCMOD
653,701,160491359,https://exofop.ipac.caltech.edu/tess/target.php?id=160491359,"14,15,16,17,19,20,22,23",1684.1090000001714,2.662159,0.07625,236.0,0.02,0.12,0.8,10.3366,9.07,1,LOWSNR
654,702,160578764,https://exofop.ipac.caltech.edu/tess/target.php?id=160578764,11,1601.276999999769,2.8782900000000002,0.09333333333333334,8350.0,0.84,1.14,1.35,12.1014,5.20,1,
655,703,160708862,https://exofop.ipac.caltech.edu/tess/target.php?id=160708862,11,1602.8360000001267,3.3428699999999996,0.14166666666666666,14310.0,1.43,1.9,1.76,9.8787,4.61,1,
656,704,161032923,https://exofop.ipac.caltech.edu/tess/target.php?id=161032923,13,1654.0600000000559,3.965347,0.04125,4770.0,0.48,0.18,0.28,12.7067,5.80,0,NT
657,706,161450762,https://exofop.ipac.caltech.edu/tess/target.php?id=161450762,14,1683.9259999999776,1.32003,0.1325,552.0,0.06,0.0,0.0,9.711,8.14,0,NT
658,707,161477033,https://exofop.ipac.caltech.edu/tess/target.php?id=161477033,"4,5",1419.3700000001118,11.927552,0.11916666666666666,730.0,0.07,0.22,0.84,10.0614,7.84,1,
659,708,161477033,https://exofop.ipac.caltech.edu/tess/target.php?id=161477033,5,1443.222000000067,14.058151,0.14625,859.0,0.09,0.22,0.84,10.0614,7.67,0,wrong period
660,709,161477033,https://exofop.ipac.caltech.edu/tess/target.php?id=161477033,"4,5",1416.3939999998547,40.902172,0.17875,1052.0,0.11,0.22,0.84,10.0614,7.45,1,
662,712,162362398,https://exofop.ipac.caltech.edu/tess/target.php?id=162362398,10,1578.6609999998473,12.352053,0.25666666666666665,13945.0,1.39,2.04,1.79,10.6171,4.64,0,pSS
663,713,162689341,https://exofop.ipac.caltech.edu/tess/target.php?id=162689341,23,1930.001000000164,2.174693,0.11291666666666667,11445.0,1.14,1.24,1.26,12.423,4.85,1,WASP-92 b
664,714,162695785,https://exofop.ipac.caltech.edu/tess/target.php?id=162695785,11,1601.7700000000186,2.56035,0.11416666666666668,10940.0,1.09,1.52,1.57,11.0048,4.90,1,
665,716,163539739,https://exofop.ipac.caltech.edu/tess/target.php?id=163539739,15,1711.9599999999627,14.476217000000002,0.065,10350.0,1.03,0.83,0.55,11.7819,4.96,1,Vshape
666,718,164173105,https://exofop.ipac.caltech.edu/tess/target.php?id=164173105,16,1739.2870000000112,3.072641,0.09291666666666666,10683.0,1.07,1.76,1.56,8.51017,4.93,1,LCMOD
669,721,165317334,https://exofop.ipac.caltech.edu/tess/target.php?id=165317334,10,1576.3829999999143,10.563348,0.11666666666666665,1888.0,0.19,0.27,0.71,10.9217,6.81,1,
670,722,165523947,https://exofop.ipac.caltech.edu/tess/target.php?id=165523947,15,1711.8580000000075,2.99041,0.16458333333333333,1290.0,0.13,2.16,3.56,10.2918,7.22,0,NT
671,723,165527918,https://exofop.ipac.caltech.edu/tess/target.php?id=165527918,"14,17,18,20,21,23",1690.4120000000112,9.075502,0.12625,590.0,0.06,0.22,1.0,10.6397,8.07,1,
672,724,165551882,https://exofop.ipac.caltech.edu/tess/target.php?id=165551882,18,1798.1040000002831,12.15828,0.08916666666666667,3431.0,0.34,0.17,0.32,12.5441,6.16,0,"pCO,NT"
673,725,165763244,https://exofop.ipac.caltech.edu/tess/target.php?id=165763244,22,1901.501000000164,24.073068,0.15958333333333333,1286.0,0.13,0.28,0.86,10.7939,7.23,1,FSCP
674,726,165987272,https://exofop.ipac.caltech.edu/tess/target.php?id=165987272,23,1929.0019999998622,7.844963000000001,0.24291666666666667,6671.0,0.67,1.24,1.65,9.8469,5.44,1,FSOP
675,727,166184426,https://exofop.ipac.caltech.edu/tess/target.php?id=166184426,11,1600.4509999998845,16.3152,0.08291666666666667,2500.0,0.25,0.2,0.31,11.1825,6.51,1,FSCP
676,728,166648874,https://exofop.ipac.caltech.edu/tess/target.php?id=166648874,22,1909.5469999997877,15.145469,0.1075,5581.0,0.56,0.3,0.4,12.6196,5.63,1,
681,733,167009792,https://exofop.ipac.caltech.edu/tess/target.php?id=167009792,"1,2,3,4,5,7,8,10,11",1326.5060000000522,1.13311,0.057916666666666665,100.0,0.01,0.21,2.1,8.5122,10.00,0,NT
682,734,167031605,https://exofop.ipac.caltech.edu/tess/target.php?id=167031605,6,1468.6969999996945,2.7809,0.075,2990.0,0.3,5.02,5.45,9.9534,6.31,0,SS
683,735,167092385,https://exofop.ipac.caltech.edu/tess/target.php?id=167092385,15,1712.0400000000373,4.99024,0.08583333333333333,1390.0,0.14,0.0,0.0,10.151,7.14,0,NT
684,736,167098530,https://exofop.ipac.caltech.edu/tess/target.php?id=167098530,15,1712.7969999997877,1.7841099999999999,0.07541666666666667,1546.0,0.15,0.34,0.88,9.3213,7.03,0,"pSS, SSys"
685,737,167303382,https://exofop.ipac.caltech.edu/tess/target.php?id=167303382,"1,2,3,5,6,7,8,9,10,11,12,13",1327.3999999999069,3.693839,0.07375,87.0,0.01,0.07,0.82,7.5209,10.15,1,SPR
686,738,167342439,https://exofop.ipac.caltech.edu/tess/target.php?id=167342439,"1,2,3,4,5,6",1345.5169999999925,52.809132,0.24083333333333334,655.0,0.07,0.24,1.03,10.0906,7.96,1,
687,739,167403519,https://exofop.ipac.caltech.edu/tess/target.php?id=167403519,15,1713.0150000001304,3.9712199999999998,0.16833333333333333,6110.0,0.61,0.0,0.0,10.334000000000001,5.53,1,UC
692,744,167600516,https://exofop.ipac.caltech.edu/tess/target.php?id=167600516,"1,2,3,4,5,6,7,8",1325.8939999998547,1.871503,0.043333333333333335,240.0,0.02,0.22,0.74,10.6925,9.05,1,"LOWSNR, UC"
693,745,167600516,https://exofop.ipac.caltech.edu/tess/target.php?id=167600516,"1,2,3,4,5,6,7,8",1346.7069999999367,36.000168,0.18208333333333335,1114.0,0.11,0.22,0.74,10.6925,7.38,1,
694,746,167714792,https://exofop.ipac.caltech.edu/tess/target.php?id=167714792,"5,6",1438.1030000001192,0.9295100000000001,0.0425,1030.0,0.1,0.6,1.65,11.1224,7.47,0,"UC,LCMOD,Vshape"
696,748,168699373,https://exofop.ipac.caltech.edu/tess/target.php?id=168699373,23,1931.4320000000298,4.30138,0.13208333333333333,21785.0,2.18,1.38,1.03,12.4474,4.15,1,"HAT-P-44 b, pTD"
698,750,169226822,https://exofop.ipac.caltech.edu/tess/target.php?id=169226822,9,1543.9419999998063,4.178161,0.17916666666666667,11744.0,1.17,1.36,1.39,9.629589999999999,4.83,1,WASP-127 b
700,752,169765334,https://exofop.ipac.caltech.edu/tess/target.php?id=169765334,2,1354.9490000000224,5.7018,0.18541666666666667,1130.0,0.11,0.97,1.61,10.6929,7.37,1,"Vshape,Uc,FSCP"
701,753,169904935,https://exofop.ipac.caltech.edu/tess/target.php?id=169904935,7,1492.5550000001676,4.55072,0.10833333333333334,3620.0,0.36,0.58,1.09,9.085,6.10,1,"LCMOD,FSCP"
702,754,170102285,https://exofop.ipac.caltech.edu/tess/target.php?id=170102285,6,1470.6609999998473,2.9444049999999997,0.10208333333333335,21405.0,2.14,1.02,0.77,11.7583,4.17,1,WASP-23 b
704,756,170849515,https://exofop.ipac.caltech.edu/tess/target.php?id=170849515,5,1438.1490000002086,1.941285,0.07416666666666667,37132.0,3.71,0.97,0.56,14.857000000000001,3.58,1,
705,757,172193428,https://exofop.ipac.caltech.edu/tess/target.php?id=172193428,7,1493.7760000000708,2.941821,0.06416666666666666,2206.0,0.22,0.71,1.37,10.3773,6.64,1,
706,758,172464366,https://exofop.ipac.caltech.edu/tess/target.php?id=172464366,6,1470.0460000000894,2.9216849999999996,0.1325,17562.0,1.76,1.7,1.37,11.0913,4.39,0,"LCMOD,SS"
707,760,172598832,https://exofop.ipac.caltech.edu/tess/target.php?id=172598832,"6,7",1470.7639999999665,3.26445,0.20375,4020.0,0.4,1.16,2.08,12.940999999999999,5.99,1,HATS-40 b
708,761,173612049,https://exofop.ipac.caltech.edu/tess/target.php?id=173612049,"16,17",1739.0740000000224,6.49052,0.1075,1070.0,0.11,0.29,0.96,10.472999999999999,7.43,0,"LCMOD,NT"
709,762,173640199,https://exofop.ipac.caltech.edu/tess/target.php?id=173640199,"7,8",1497.9159999997355,7.7647,0.17500000000000002,3450.0,0.35,0.73,1.43,10.1277,6.16,1,
710,763,174041208,https://exofop.ipac.caltech.edu/tess/target.php?id=174041208,"16,17",1741.058999999892,19.428419,0.14875,850.0,0.09,0.22,0.84,10.4274,7.68,1,LCMOD
711,764,174143743,https://exofop.ipac.caltech.edu/tess/target.php?id=174143743,"7,8",1492.313000000082,0.46132,0.055,220.0,0.02,0.17,1.21,10.1007,9.14,0,"LOWNSR,LCMOD,pSS,Vshape"
712,765,174599051,https://exofop.ipac.caltech.edu/tess/target.php?id=174599051,"7,8",1496.1469999998808,4.99682,0.17,1010.0,0.1,0.28,1.07,10.5248,7.49,1,
713,767,175180796,https://exofop.ipac.caltech.edu/tess/target.php?id=175180796,"7,8",1493.4429999999702,1.5574700000000001,0.11291666666666667,3128.0,0.31,0.34,0.62,11.142999999999999,6.26,0,CO
714,768,175310067,https://exofop.ipac.caltech.edu/tess/target.php?id=175310067,"7,8",1502.2639999999665,12.70907,0.29375,3940.0,0.39,1.74,1.54,10.6257,6.01,0,CO
